name,FramePerSec,Frameid,timestamp,hands,fingers,ID,length,width,ArmDirX,ArmDirY,ArmDirZ,WX,WY,WZ,ElbPosX,ElbPosY,ElbPosZ,Metacarpal_BBX,Metacarpal_BBY,Metacarpal_BBZ,Metacarpal_BHX,Metacarpal_BHY,Metacarpal_BHZ,Metacarpal_BDirX,Metacarpal_BDirY,Metacarpal_BDirZ,Proximal_BBX,Proximal_BBY,Proximal_BBZ,Proximal_BHX,Proximal_BHY,Proximal_BHZ,Proximal_BDirX,Proximal_BDirY,Proximal_BDirZ,Intermediate_BBX,Intermediate_BBY,Intermediate_BBZ,Intermediate_BHX,Intermediate_BHY,Intermediate_BHZ,Intermediate_BDirX,Intermediate_BDirY,Intermediate_BDirZ,Distal_BBX,Distal_BBY,Distal_BBZ,Distal_BHX,Distal_BHY,Distal_BHZ,Distal_BDirX,Distal_BDirY,Distal_BDirZ
Ring,107,25954065,337862404299,1,5,11303,64.428482,18.07704,-0.435458,0.155385,-0.886697,12.734,175.906,88.2304,130.308,133.952,327.639,17.525,186.31,78.5707,24.509,185.725,16.3241,-0.111494,0.00933992,0.993721,24.509,185.725,16.3241,28.3078,182.55,-28.0804,-0.0850237,0.07105,0.993842,28.3078,182.55,-28.0804,29.8425,178.327,-55.4155,-0.0554012,0.152473,0.986754,29.8425,178.327,-55.4155,30.4385,174.301,-73.6509,-0.0319002,0.215461,0.975991
Ring,108,25954066,337862413351,1,5,11303,64.428482,18.07704,-0.435204,0.155883,-0.886735,12.7451,175.906,88.2277,130.25,133.817,327.646,17.537,186.306,78.5651,24.5244,185.702,16.319,-0.111549,0.00964587,0.993712,24.5244,185.702,16.319,28.3301,182.571,-28.088,-0.0851759,0.0700876,0.993898,28.3301,182.571,-28.088,29.8719,178.381,-55.4278,-0.0556592,0.151254,0.986927,29.8719,178.381,-55.4278,30.4742,174.381,-73.6687,-0.0322328,0.214076,0.976285
Ring,108,25954067,337862422383,1,5,11303,64.428482,18.07704,-0.434933,0.156348,-0.886786,12.7536,175.906,88.2249,130.185,133.692,327.657,17.5458,186.304,78.5596,24.5352,185.683,16.3139,-0.11158,0.00991797,0.993706,24.5352,185.683,16.3139,28.3405,182.597,-28.0963,-0.0851703,0.0690613,0.99397,28.3405,182.597,-28.0963,29.8841,178.439,-55.441,-0.055719,0.150092,0.987101,29.8841,178.439,-55.441,30.4882,174.463,-73.6868,-0.0323351,0.212841,0.976552
Ring,108,25954068,337862431431,1,5,11303,64.428482,18.07704,-0.434681,0.156756,-0.886837,12.7603,175.908,88.222,130.124,133.584,327.668,17.5527,186.304,78.5541,24.5437,185.666,16.3087,-0.111607,0.010174,0.9937,24.5437,185.666,16.3087,28.3473,182.591,-28.1023,-0.0851312,0.0688305,0.993989,28.3473,182.591,-28.1023,29.891,178.442,-55.4484,-0.055723,0.149761,0.987151,29.891,178.442,-55.4484,30.4958,174.473,-73.6959,-0.0323712,0.212445,0.976637
Ring,108,25954069,337862440476,1,5,11303,64.428482,18.07704,-0.434465,0.157095,-0.886883,12.7654,175.911,88.2191,130.071,133.495,327.677,17.5577,186.304,78.5489,24.5502,185.652,16.3038,-0.111629,0.0104098,0.993695,24.5502,185.652,16.3038,28.357,182.63,-28.1107,-0.0852028,0.0676283,0.994066,28.357,182.63,-28.1107,29.9094,178.532,-55.4638,-0.0560388,0.147946,0.987406,29.9094,178.532,-55.4638,30.5236,174.605,-73.7201,-0.0328724,0.210193,0.977107
Ring,108,25954070,337862449497,1,5,11303,64.428482,18.07704,-0.434363,0.157198,-0.886915,12.7696,175.916,88.2155,130.048,133.472,327.683,17.5616,186.307,78.543,24.5541,185.641,16.298,-0.11163,0.0106288,0.993693,24.5541,185.641,16.298,28.3609,182.65,-28.1185,-0.0852008,0.0669531,0.994112,28.3609,182.65,-28.1185,29.9143,178.572,-55.4746,-0.0560767,0.147199,0.987516,29.9143,178.572,-55.4746,30.5297,174.659,-73.734,-0.0329348,0.209413,0.977272
Ring,108,25954071,337862458527,1,5,11303,64.428482,18.07704,-0.434314,0.157199,-0.886938,12.7726,175.923,88.2116,130.037,133.479,327.685,17.564,186.312,78.5367,24.5562,185.633,16.2919,-0.111624,0.0108414,0.993691,24.5562,185.633,16.2919,28.3634,182.652,-28.1253,-0.0852114,0.0667168,0.994127,28.3634,182.652,-28.1253,29.9153,178.576,-55.4816,-0.0560204,0.147169,0.987524,29.9153,178.576,-55.4816,30.5285,174.66,-73.7405,-0.0328212,0.209553,0.977246
Ring,108,25954072,337862467572,1,5,11303,64.428482,18.07704,-0.434266,0.157224,-0.886957,12.7748,175.933,88.2074,130.027,133.483,327.686,17.5656,186.32,78.5302,24.5571,185.628,16.2854,-0.111613,0.011059,0.99369,24.5571,185.628,16.2854,28.3612,182.667,-28.1334,-0.0851434,0.0662718,0.994162,28.3612,182.667,-28.1334,29.9141,178.609,-55.4926,-0.0560567,0.146475,0.987625,29.9141,178.609,-55.4926,30.5295,174.71,-73.7548,-0.032937,0.208681,0.977429
Ring,108,25954073,337862476624,1,5,11303,64.428482,18.07704,-0.434214,0.157296,-0.88697,12.7756,175.945,88.2029,130.013,133.475,327.685,17.5658,186.331,78.5232,24.5565,185.623,16.2785,-0.111602,0.0112879,0.993689,24.5565,185.623,16.2785,28.3578,182.699,-28.143,-0.0850789,0.0654471,0.994222,28.3578,182.699,-28.143,29.909,178.663,-55.5055,-0.0559943,0.145692,0.987744,29.909,178.663,-55.5055,30.5231,174.778,-73.7707,-0.0328688,0.207955,0.977586
Ring,108,25954074,337862485659,1,5,11303,64.428482,18.07704,-0.433821,0.156559,-0.887293,12.7518,175.975,88.1833,129.883,133.704,327.752,17.5428,186.355,78.4989,24.5351,185.619,16.2548,-0.111628,0.0117505,0.993681,24.5351,185.619,16.2548,28.3356,182.684,-28.166,-0.0850594,0.0657063,0.994207,28.3356,182.684,-28.166,29.8839,178.635,-55.5267,-0.0558928,0.146164,0.98768,29.8839,178.635,-55.5267,30.4949,174.737,-73.7895,-0.0327,0.208593,0.977456
Ring,108,25954075,337862494697,1,5,11303,64.428482,18.07704,-0.433703,0.15613,-0.887426,12.7395,176.01,88.1597,129.839,133.855,327.765,17.5306,186.385,78.4696,24.5228,185.615,16.2258,-0.111625,0.0122998,0.993674,24.5228,185.615,16.2258,28.3223,182.661,-28.1939,-0.0850379,0.0660963,0.994183,28.3223,182.661,-28.1939,29.8699,178.601,-55.553,-0.0558681,0.146561,0.987623,29.8699,178.601,-55.553,30.4804,174.696,-73.8142,-0.0326717,0.208996,0.977371
Ring,109,25954076,337862503745,1,5,11303,64.428482,18.07704,-0.433676,0.155767,-0.887503,12.7302,176.05,88.1336,129.823,133.993,327.759,17.5207,186.419,78.437,24.5099,185.612,16.1934,-0.111578,0.0128913,0.993672,24.5099,185.612,16.1934,28.3056,182.654,-28.2263,-0.0849547,0.066196,0.994183,28.3056,182.654,-28.2263,29.8534,178.597,-55.5859,-0.0558733,0.14644,0.98764,29.8534,178.597,-55.5859,30.4652,174.698,-73.8482,-0.0327446,0.208715,0.977428
Ring,109,25954077,337862512795,1,5,11303,64.428482,18.07704,-0.433871,0.155957,-0.887375,12.7306,176.09,88.1062,129.876,133.982,327.697,17.5198,186.454,78.4031,24.5034,185.611,16.1593,-0.111489,0.0134693,0.993674,24.5034,185.611,16.1593,28.2939,182.666,-28.2617,-0.0848369,0.0659105,0.994213,28.2939,182.666,-28.2617,29.8383,178.616,-55.6224,-0.0557492,0.146208,0.987682,29.8383,178.616,-55.6224,30.4475,174.719,-73.8855,-0.0326083,0.208545,0.977469
Ring,109,25954078,337862521794,1,5,11303,64.428482,18.07704,-0.434078,0.156329,-0.887208,12.7147,176.157,88.0708,129.916,133.949,327.617,17.5007,186.514,78.3583,24.4755,185.619,16.1142,-0.111347,0.0142868,0.993679,24.4755,185.619,16.1142,28.2572,182.673,-28.3074,-0.0846423,0.0659505,0.994226,28.2572,182.673,-28.3074,29.7948,178.616,-55.6675,-0.0555047,0.146449,0.98766,29.7948,178.616,-55.6675,30.3987,174.711,-73.9291,-0.0323191,0.208953,0.977391
Ring,109,25954079,337862530859,1,5,11303,64.428482,18.07704,-0.434163,0.157073,-0.887035,12.6959,176.22,88.0395,129.92,133.81,327.539,17.4791,186.57,78.3184,24.4477,185.627,16.0743,-0.111247,0.0150522,0.993679,24.4477,185.627,16.0743,28.2259,182.716,-28.3499,-0.0845624,0.0651551,0.994286,28.2259,182.716,-28.3499,29.7648,178.688,-55.7143,-0.0555527,0.145393,0.987813,29.7648,178.688,-55.7143,30.3713,174.807,-73.9807,-0.03246,0.207729,0.977648
Ring,109,25954080,337862539886,1,5,11303,64.428482,18.07704,-0.434159,0.1582,-0.886836,12.6765,176.295,88.005,129.9,133.581,327.451,17.4563,186.637,78.2739,24.4166,185.64,16.0298,-0.111116,0.0159172,0.99368,24.4166,185.64,16.0298,28.1864,182.718,-28.3944,-0.0843742,0.0654016,0.994286,28.1864,182.718,-28.3944,29.72,178.681,-55.7578,-0.0553632,0.145714,0.987777,29.72,178.681,-55.7578,30.3229,174.793,-74.0228,-0.0322664,0.208113,0.977572
Ring,109,25954081,337862548923,1,5,11303,64.428482,18.07704,-0.434221,0.159539,-0.886566,12.6536,176.379,87.9695,129.893,133.303,327.342,17.4292,186.712,78.2277,24.3788,185.657,15.9833,-0.110945,0.0168424,0.993684,24.3788,185.657,15.9833,28.1359,182.749,-28.4429,-0.0840904,0.0650987,0.994329,28.1359,182.749,-28.4429,29.6663,178.731,-55.8091,-0.0552458,0.145053,0.98788,29.6663,178.731,-55.8091,30.2694,174.859,-74.0777,-0.0322749,0.207205,0.977765
Ring,109,25954082,337862557956,1,5,11303,64.428482,18.07704,-0.434366,0.160972,-0.886236,12.6311,176.466,87.9336,129.91,133.004,327.217,17.402,186.792,78.1807,24.3393,185.678,15.936,-0.110749,0.0177866,0.993689,24.3393,185.678,15.936,28.0829,182.785,-28.4924,-0.0837878,0.0647391,0.994378,28.0829,182.785,-28.4924,29.6132,178.796,-55.863,-0.0552389,0.143987,0.988037,29.6132,178.796,-55.863,30.2203,174.954,-74.1376,-0.0324962,0.205629,0.97809
Ring,109,25954083,337862566996,1,5,11303,64.428482,18.07704,-0.43457,0.16244,-0.885868,12.6021,176.555,87.8989,129.936,132.696,327.083,17.3679,186.873,78.1349,24.2922,185.7,15.8899,-0.11054,0.0187251,0.993695,24.2922,185.7,15.8899,28.0241,182.777,-28.5376,-0.0835259,0.065416,0.994356,28.0241,182.777,-28.5376,29.5466,178.766,-55.9053,-0.0549606,0.144788,0.987935,29.5466,178.766,-55.9053,30.1483,174.908,-74.1766,-0.0322036,0.206524,0.977912
Ring,109,25954084,337862576041,1,5,11303,64.428482,18.07704,-0.434738,0.163975,-0.885503,12.5698,176.644,87.8665,129.949,132.37,326.952,17.3304,186.953,78.0916,24.2416,185.723,15.8462,-0.110331,0.0196476,0.993701,24.2416,185.723,15.8462,27.9596,182.796,-28.5822,-0.0832148,0.0654979,0.994377,27.9596,182.796,-28.5822,29.4717,178.775,-55.9491,-0.054586,0.145146,0.987903,29.4717,178.775,-55.9491,30.0653,174.906,-74.2183,-0.0317721,0.207112,0.977801
Ring,109,25954085,337862585079,1,5,11303,64.428482,18.07704,-0.434912,0.165429,-0.885147,12.5351,176.741,87.8309,129.961,132.076,326.821,17.2904,187.042,78.0443,24.1891,185.75,15.7988,-0.110132,0.0206393,0.993703,24.1891,185.75,15.7988,27.8935,182.803,-28.6294,-0.0829119,0.0659559,0.994372,27.8935,182.803,-28.6294,29.3927,178.754,-55.9928,-0.0541158,0.146157,0.98778,29.3927,178.754,-55.9928,29.9749,174.857,-74.2567,-0.0311644,0.208556,0.977514
Ring,109,25954086,337862594122,1,5,11303,64.428482,18.07704,-0.435118,0.16675,-0.884798,12.4942,176.839,87.7969,129.976,131.816,326.692,17.2441,187.131,77.9989,24.1312,185.777,15.7534,-0.109948,0.0216193,0.993702,24.1312,185.777,15.7534,27.8172,182.862,-28.6784,-0.0824992,0.0652544,0.994453,27.8172,182.862,-28.6784,29.3008,178.817,-56.0433,-0.053556,0.146,0.987834,29.3008,178.817,-56.0433,29.8703,174.915,-74.3064,-0.0304758,0.208849,0.977473
Ring,109,25954087,337862603156,1,5,11303,64.428482,18.07704,-0.435659,0.168081,-0.884279,12.4474,176.935,87.765,130.075,131.554,326.52,17.1921,187.22,77.9559,24.0702,185.805,15.7107,-0.109802,0.0225827,0.993697,24.0702,185.805,15.7107,27.7397,182.925,-28.7247,-0.082129,0.0644703,0.994534,27.7397,182.925,-28.7247,29.2106,178.891,-56.092,-0.0530995,0.145597,0.987918,29.2106,178.891,-56.092,29.77,174.991,-74.3557,-0.0299394,0.208774,0.977505
Ring,109,25954088,337862612203,1,5,11303,64.428482,18.07704,-0.435668,0.168246,-0.884243,12.3894,177.025,87.708,130.02,131.598,326.454,17.13,187.303,77.8906,23.9791,185.852,15.6431,-0.10934,0.0231705,0.993734,23.9791,185.852,15.6431,27.6352,182.968,-28.7932,-0.0818289,0.0645455,0.994554,27.6352,182.968,-28.7932,29.0939,178.921,-56.1592,-0.0526558,0.146077,0.987871,29.0939,178.921,-56.1592,29.6428,175.006,-74.42,-0.0293771,0.209576,0.977351
Ring,109,25954089,337862621230,1,5,11303,64.428482,18.07704,-0.435825,0.168308,-0.884155,12.3237,177.101,87.6619,129.996,131.657,326.384,17.0609,187.374,77.8376,23.8928,185.889,15.589,-0.109067,0.0237084,0.993752,23.8928,185.889,15.589,27.5317,182.997,-28.8482,-0.0814443,0.0647125,0.994575,27.5317,182.997,-28.8482,28.9804,178.947,-56.2142,-0.0522956,0.146208,0.987871,28.9804,178.947,-56.2142,29.5229,175.029,-74.4748,-0.0290359,0.209686,0.977338
Ring,109,25954090,337862630260,1,5,11303,64.428482,18.07704,-0.436017,0.168393,-0.884044,12.2585,177.172,87.6241,129.983,131.706,326.316,16.9929,187.44,77.7935,23.8143,185.923,15.5445,-0.108898,0.0242267,0.993758,23.8143,185.923,15.5445,27.4405,183.034,-28.8939,-0.0811596,0.0646595,0.994602,27.4405,183.034,-28.8939,28.8825,178.987,-56.2608,-0.0520549,0.146079,0.987902,28.8825,178.987,-56.2608,29.4211,175.072,-74.5222,-0.028828,0.209509,0.977382
Ring,109,25954091,337862639298,1,5,11303,64.428482,18.07704,-0.436489,0.16611,-0.884243,12.1032,177.233,87.6105,129.955,132.383,326.356,16.8421,187.495,77.7755,23.6667,185.947,15.5277,-0.10895,0.0247166,0.99374,23.6667,185.947,15.5277,27.2921,183.072,-28.9117,-0.0811418,0.0643457,0.994623,27.2921,183.072,-28.9117,28.732,179.031,-56.2796,-0.0519781,0.145855,0.98794,28.732,179.031,-56.2796,29.2682,175.119,-74.5416,-0.0286983,0.209372,0.977415
Ring,109,25954092,337862648333,1,5,11303,64.428482,18.07704,-0.436639,0.164809,-0.884412,11.9935,177.285,87.594,129.886,132.787,326.385,16.7353,187.542,77.7551,23.5598,185.968,15.5079,-0.108948,0.0251314,0.99373,23.5598,185.968,15.5079,27.1794,183.095,-28.9321,-0.0810124,0.0643064,0.994636,27.1794,183.095,-28.9321,28.6126,179.048,-56.2995,-0.0517359,0.146067,0.987921,28.6126,179.048,-56.2995,29.1426,175.129,-74.56,-0.028363,0.209785,0.977336
Ring,109,25954093,337862657388,1,5,11303,64.428482,18.07704,-0.436766,0.164065,-0.884487,11.8989,177.332,87.5804,129.826,133.035,326.392,16.6431,187.585,77.7378,23.468,185.986,15.4913,-0.108955,0.0255175,0.993719,23.468,185.986,15.4913,27.0769,183.17,-28.9532,-0.0807726,0.0630401,0.994737,27.0769,183.17,-28.9532,28.5028,179.156,-56.3258,-0.0514702,0.14487,0.988111,28.5028,179.156,-56.3258,29.0272,175.257,-74.591,-0.0280666,0.208678,0.977582
Ring,109,25954094,337862666432,1,5,11303,64.428482,18.07704,-0.436841,0.163707,-0.884517,11.8156,177.376,87.5689,129.763,133.175,326.388,16.5613,187.625,77.7226,23.3844,186.004,15.4765,-0.108927,0.0258815,0.993713,23.3844,186.004,15.4765,26.9792,183.234,-28.9721,-0.0804574,0.0619824,0.994829,26.9792,183.234,-28.9721,28.3953,179.247,-56.3491,-0.0511166,0.143921,0.988268,28.3953,179.247,-56.3491,28.9123,175.364,-74.6178,-0.0276741,0.207845,0.97777
Ring,109,25954095,337862675481,1,5,11303,64.428482,18.07704,-0.436885,0.163778,-0.884482,11.7433,177.415,87.5589,129.702,133.195,326.369,16.4896,187.66,77.7093,23.3093,186.019,15.4632,-0.108873,0.0261957,0.99371,23.3093,186.019,15.4632,26.8796,183.32,-28.9916,-0.0799078,0.0604036,0.99497,26.8796,183.32,-28.9916,28.2882,179.398,-56.3783,-0.0508492,0.1416,0.988617,28.2882,179.398,-56.3783,28.8044,175.568,-74.6582,-0.0276254,0.204994,0.978373
Ring,109,25954096,337862684526,1,5,11303,64.428482,18.07704,-0.43693,0.164096,-0.884401,11.6802,177.45,87.5503,129.651,133.144,326.339,16.426,187.692,77.6975,23.2398,186.034,15.4513,-0.108777,0.0264685,0.993714,23.2398,186.034,15.4513,26.7898,183.419,-29.0102,-0.0794545,0.0585204,0.995119,26.7898,183.419,-29.0102,28.1963,179.576,-56.4083,-0.0507715,0.138734,0.989027,28.1963,179.576,-56.4083,28.7164,175.812,-74.702,-0.0278384,0.20142,0.979109
Ring,110,25954097,337862693545,1,5,11303,64.428482,18.07704,-0.437014,0.164617,-0.884262,11.6185,177.482,87.5418,129.612,133.035,326.293,16.3629,187.721,77.6858,23.1676,186.048,15.439,-0.108633,0.0267102,0.993723,23.1676,186.048,15.439,26.6995,183.484,-29.0269,-0.079049,0.0573982,0.995217,26.6995,183.484,-29.0269,28.0978,179.678,-56.4307,-0.0504751,0.137357,0.989235,28.0978,179.678,-56.4307,28.6139,175.944,-74.7304,-0.0276239,0.199873,0.979432
Ring,105,25954098,337862711613,1,5,11303,64.428482,18.07704,-0.437097,0.166153,-0.883934,11.532,177.566,87.5217,129.548,132.705,326.184,16.2705,187.8,77.657,23.0476,186.089,15.4083,-0.108191,0.0273243,0.993755,23.0476,186.089,15.4083,26.5576,183.578,-29.0624,-0.0785599,0.0562019,0.995324,26.5576,183.578,-29.0624,27.9387,179.793,-56.4699,-0.0498549,0.136614,0.989369,27.9387,179.793,-56.4699,28.4411,176.066,-74.7714,-0.0268879,0.199518,0.979525
Ring,105,25954099,337862720653,1,5,11303,64.428482,18.07704,-0.437367,0.16701,-0.883639,11.4916,177.611,87.5106,129.581,132.518,326.093,16.2264,187.842,77.6412,22.9866,186.11,15.3912,-0.107921,0.0276505,0.993775,22.9866,186.11,15.3912,26.4867,183.628,-29.0819,-0.0783392,0.0555452,0.995378,26.4867,183.628,-29.0819,27.8589,179.853,-56.4911,-0.0495335,0.136291,0.98943,27.8589,179.853,-56.4911,28.3536,176.126,-74.7929,-0.0264791,0.199476,0.979545
Ring,105,25954100,337862729702,1,5,11303,64.428482,18.07704,-0.43849,0.168673,-0.882766,11.4212,177.691,87.496,129.814,132.15,325.843,16.1486,187.917,77.6176,22.8779,186.146,15.3653,-0.107429,0.0282729,0.993811,22.8779,186.146,15.3653,26.3619,183.699,-29.111,-0.0779782,0.0547644,0.99545,26.3619,183.699,-29.111,27.7196,179.93,-56.5218,-0.0490089,0.136069,0.989486,27.7196,179.93,-56.5218,28.2019,176.198,-74.823,-0.0258122,0.199719,0.979513
Ring,105,25954101,337862738729,1,5,11303,64.428482,18.07704,-0.439468,0.1689,-0.882236,11.3581,177.791,87.4739,130.015,132.188,325.678,16.0732,188.009,77.5823,22.7573,186.183,15.3267,-0.106707,0.0291588,0.993863,22.7573,186.183,15.3267,26.2138,183.778,-29.154,-0.0773617,0.0538335,0.995549,26.2138,183.778,-29.154,27.5501,180.017,-56.567,-0.0482368,0.135751,0.989568,27.5501,180.017,-56.567,28.0153,176.282,-74.8679,-0.0249013,0.199922,0.979495
Ring,106,25954102,337862747789,1,5,11303,64.428482,18.07704,-0.440808,0.168041,-0.881731,11.3097,177.881,87.4603,130.328,132.51,325.528,16.0053,188.094,77.5536,22.6327,186.209,15.2937,-0.105802,0.030092,0.993932,22.6327,186.209,15.2937,26.06,183.925,-29.1957,-0.0767097,0.0511229,0.995742,26.06,183.925,-29.1957,27.3715,180.21,-56.6162,-0.0473424,0.134086,0.989838,27.3715,180.21,-56.6162,27.8158,176.489,-74.9205,-0.0237819,0.199164,0.979678
Ring,106,25954103,337862756825,1,5,11303,64.428482,18.07704,-0.442249,0.169451,-0.88074,11.3002,178.063,87.4385,130.707,132.311,325.238,15.964,188.264,77.5038,22.5178,186.256,15.2399,-0.104627,0.0320515,0.993995,22.5178,186.256,15.2399,25.9009,184.228,-29.2652,-0.0757186,0.0453953,0.996095,25.9009,184.228,-29.2652,27.1928,180.674,-56.7079,-0.0466368,0.128279,0.990641,27.1928,180.674,-56.7079,27.6273,177.059,-75.0337,-0.0232507,0.193487,0.980827
Ring,106,25954104,337862765852,1,5,11303,64.428482,18.07704,-0.441814,0.170968,-0.880665,11.2425,178.288,87.4424,130.532,132.127,325.222,15.8629,188.473,77.4718,22.3295,186.307,15.2042,-0.103236,0.0345786,0.994056,22.3295,186.307,15.2042,25.6801,184.671,-29.3196,-0.07499,0.0366221,0.996512,25.6801,184.671,-29.3196,26.9586,181.351,-56.7921,-0.0461536,0.119855,0.991718,26.9586,181.351,-56.7921,27.3861,177.883,-75.1465,-0.0228814,0.185615,0.982356
Ring,106,25954105,337862774883,1,5,11303,64.428482,18.07704,-0.441738,0.174942,-0.879922,11.2921,178.526,87.4216,130.561,131.291,325.001,15.8637,188.695,77.4122,22.2313,186.359,15.1405,-0.101655,0.0372956,0.99412,22.2313,186.359,15.1405,25.5299,185.162,-29.4011,-0.0738273,0.02678,0.996911,25.5299,185.162,-29.4011,26.7895,182.121,-56.9068,-0.0454702,0.109791,0.992914,26.7895,182.121,-56.9068,27.2099,178.838,-75.2954,-0.0224994,0.175683,0.98419
Ring,106,25954106,337862783918,1,5,11303,64.428482,18.07704,-0.441393,0.177557,-0.879571,11.344,178.732,87.4165,130.52,130.791,324.901,15.8664,188.889,77.3723,22.1522,186.401,15.0981,-0.100347,0.0397133,0.99416,22.1522,186.401,15.0981,25.4061,185.835,-29.4592,-0.0728274,0.0126726,0.997264,25.4061,185.835,-29.4592,26.6617,183.218,-57.0087,-0.0453264,0.0944737,0.994495,26.6617,183.218,-57.0087,27.0903,180.232,-75.4476,-0.0229391,0.159822,0.986879
Ring,107,25954107,337862792968,1,5,11303,64.428482,18.07704,-0.440798,0.179463,-0.879483,11.3934,178.878,87.4238,130.409,130.423,324.884,15.8721,189.027,77.3524,22.0932,186.424,15.0764,-0.099314,0.0415476,0.994188,22.0932,186.424,15.0764,25.3204,186.644,-29.4859,-0.0722295,-0.00492056,0.997376,25.3204,186.644,-29.4859,26.5869,184.562,-57.0805,-0.0457199,0.0751554,0.996123,26.5869,184.562,-57.0805,27.0356,181.954,-75.5761,-0.0240148,0.139608,0.989916
Ring,107,25954108,337862801992,1,5,11303,64.428482,18.07704,-0.43973,0.181738,-0.87955,11.4463,179.022,87.4314,130.173,129.953,324.91,15.8824,189.163,77.3323,22.0418,186.44,15.0554,-0.0983307,0.0434612,0.994204,22.0418,186.44,15.0554,25.2244,187.394,-29.5005,-0.0712308,-0.0213601,0.997231,25.2244,187.394,-29.5005,26.4952,185.834,-57.1293,-0.0458765,0.0563427,0.997357,26.4952,185.834,-57.1293,26.9625,183.604,-75.6739,-0.0250115,0.119316,0.992541
Ring,107,25954109,337862811034,1,5,11303,64.428482,18.07704,-0.438328,0.184915,-0.879588,11.5159,179.193,87.446,129.865,129.266,324.935,15.8973,189.322,77.3122,21.9778,186.45,15.0342,-0.0970718,0.0458546,0.994221,21.9778,186.45,15.0342,25.1146,188.035,-29.5069,-0.0702059,-0.0354709,0.996902,25.1146,188.035,-29.5069,26.394,186.944,-57.1578,-0.0461839,0.0393874,0.998156,26.394,186.944,-57.1578,26.8858,185.067,-75.7409,-0.0263246,0.100432,0.994596
Ring,107,25954110,337862820095,1,5,11303,64.428482,18.07704,-0.435971,0.19036,-0.879598,11.6379,179.443,87.4976,129.35,128.046,324.989,15.9279,189.556,77.3081,21.8738,186.445,15.0285,-0.0949231,0.04965,0.994246,21.8738,186.445,15.0285,24.92,188.61,-29.4945,-0.0681785,-0.0484372,0.996497,24.92,188.61,-29.4945,26.1846,187.956,-57.16,-0.0456478,0.0235795,0.998679,26.1846,187.956,-57.16,26.6878,186.412,-75.7732,-0.0269333,0.0826746,0.996213
Ring,107,25954111,337862829125,1,5,11303,64.428482,18.07704,-0.433379,0.196618,-0.879502,11.7799,179.741,87.5819,128.792,126.654,325.047,15.9554,189.83,77.3214,21.7305,186.413,15.0419,-0.0921949,0.0545458,0.994246,21.7305,186.413,15.0419,24.6657,189.019,-29.465,-0.0656935,-0.0583162,0.996134,24.6657,189.019,-29.465,25.8951,188.688,-57.1377,-0.0443822,0.0119291,0.998943,25.8951,188.688,-57.1377,26.3922,187.383,-75.7694,-0.0266036,0.0698863,0.9972
Ring,107,25954112,337862838155,1,5,11303,64.428482,18.07704,-0.430173,0.20294,-0.87964,11.9327,180.044,87.6807,128.079,125.25,325.183,15.9903,190.104,77.3451,21.5832,186.356,15.068,-0.0892854,0.0598342,0.994207,21.5832,186.356,15.068,24.4104,189.341,-29.4221,-0.0632781,-0.0668001,0.995758,24.4104,189.341,-29.4221,25.6141,189.323,-57.0979,-0.0434528,0.000641153,0.999055,25.6141,189.323,-57.0979,26.1158,188.266,-75.7453,-0.0268497,0.0565647,0.998038
Ring,107,25954113,337862847204,1,5,11303,64.428482,18.07704,-0.426371,0.210136,-0.879801,12.0706,180.38,87.7957,127.191,123.643,325.342,16.013,190.402,77.3783,21.4235,186.275,15.109,-0.0863742,0.0658732,0.994083,21.4235,186.275,15.109,24.1022,189.594,-29.3666,-0.0599546,-0.0742701,0.995434,24.1022,189.594,-29.3666,25.2456,189.836,-57.0439,-0.0412726,-0.00874591,0.99911,25.2456,189.836,-57.0439,25.7233,188.979,-75.7022,-0.0255682,0.0458515,0.998621
Ring,108,25954114,337862856228,1,5,11303,64.428482,18.07704,-0.423666,0.215475,-0.879817,12.2188,180.693,87.9204,126.609,122.515,325.471,16.0481,190.672,77.4199,21.2632,186.155,15.1609,-0.0832544,0.072098,0.993917,21.2632,186.155,15.1609,23.7975,189.773,-29.2998,-0.0567232,-0.0809717,0.995101,23.7975,189.773,-29.2998,24.8683,190.209,-56.9776,-0.0386537,-0.0157209,0.999129,24.8683,190.209,-56.9776,25.3056,189.482,-75.6424,-0.0234047,0.0389065,0.998969
Ring,108,25954115,337862865285,1,5,11303,64.428482,18.07704,-0.420964,0.221266,-0.879677,12.379,180.987,88.0379,126.039,121.245,325.551,16.1059,190.918,77.4556,21.1282,186.008,15.2106,-0.080177,0.0783777,0.993694,21.1282,186.008,15.2106,23.5272,189.973,-29.2281,-0.0536938,-0.0887347,0.994607,23.5272,189.973,-29.2281,24.5363,190.659,-56.9032,-0.0364271,-0.0247626,0.999029,24.5363,190.659,-56.9032,24.9436,190.116,-75.5749,-0.0217989,0.0290582,0.99934
Ring,108,25954116,337862874311,1,5,11303,64.428482,18.07704,-0.418704,0.227356,-0.879202,12.5127,181.213,88.1382,125.563,119.827,325.523,16.1532,191.097,77.4821,20.9935,185.826,15.2522,-0.0772732,0.0841394,0.993453,20.9935,185.826,15.2522,23.2503,190.163,-29.1591,-0.0505087,-0.0970636,0.993996,23.2503,190.163,-29.1591,24.1854,191.098,-56.8295,-0.0337591,-0.0337476,0.99886,24.1854,191.098,-56.8295,24.55,190.728,-75.5063,-0.0195132,0.0197881,0.999614
