name,FramePerSec,Frameid,timestamp,hands,fingers,ID,length,width,ArmDirX,ArmDirY,ArmDirZ,WX,WY,WZ,ElbPosX,ElbPosY,ElbPosZ,Metacarpal_BBX,Metacarpal_BBY,Metacarpal_BBZ,Metacarpal_BHX,Metacarpal_BHY,Metacarpal_BHZ,Metacarpal_BDirX,Metacarpal_BDirY,Metacarpal_BDirZ,Proximal_BBX,Proximal_BBY,Proximal_BBZ,Proximal_BHX,Proximal_BHY,Proximal_BHZ,Proximal_BDirX,Proximal_BDirY,Proximal_BDirZ,Intermediate_BBX,Intermediate_BBY,Intermediate_BBZ,Intermediate_BHX,Intermediate_BHY,Intermediate_BHZ,Intermediate_BDirX,Intermediate_BDirY,Intermediate_BDirZ,Distal_BBX,Distal_BBY,Distal_BBZ,Distal_BHX,Distal_BHY,Distal_BHZ,Distal_BDirX,Distal_BDirY,Distal_BDirZ
Index,53,25954268,337865368958,1,5,11311,53.017376,17.438324,-0.363005,0.175662,-0.915079,15.0446,168.246,78.0192,103.406,125.487,300.764,-2.46965,178.995,73.2545,-14.9244,180.97,8.13836,0.187781,-0.0297747,0.981759,-14.9244,180.97,8.13836,-18.5551,174.426,-29.8641,0.0937367,0.168968,0.981154,-18.5551,174.426,-29.8641,-20.7753,167.759,-50.4906,0.101888,0.305954,0.946579,-20.7753,167.759,-50.4906,-22.4182,161.527,-64.4811,0.106658,0.404552,0.908274
Index,53,25954269,337865387064,1,5,11311,53.017376,17.438324,-0.362397,0.183738,-0.913733,15.0742,168.858,78.1642,103.288,124.133,300.582,-2.57413,179.308,73.233,-15.0199,180.145,8.09054,0.187646,-0.0126196,0.982156,-15.0199,180.145,8.09054,-18.6936,170.707,-29.2942,0.0948482,0.243681,0.965207,-18.6936,170.707,-29.2942,-20.8987,161.961,-49.1305,0.101193,0.40136,0.910313,-20.8987,161.961,-49.1305,-22.5014,154.107,-62.2836,0.104053,0.509912,0.853911
Index,53,25954270,337865405100,1,5,11311,53.017376,17.438324,-0.362003,0.192079,-0.912173,15.213,169.512,78.3108,103.33,122.757,300.348,-2.57601,179.647,73.2277,-15.0877,179.249,8.09373,0.188639,0.00599484,0.982028,-15.0877,179.249,8.09373,-18.8237,166.773,-28.3833,0.0964557,0.322124,0.941771,-18.8237,166.773,-28.3833,-20.9965,155.952,-47.1723,0.0997155,0.496564,0.862253,-20.9965,155.952,-47.1723,-22.5338,146.548,-59.2747,0.0997998,0.610504,0.785701
Index,53,25954271,337865423170,1,5,11311,53.017376,17.438324,-0.361577,0.201615,-0.910282,15.404,170.131,78.4806,103.418,121.054,300.058,-2.52201,179.948,73.2573,-15.1431,178.255,8.16524,0.190289,0.0255171,0.981396,-15.1431,178.255,8.16524,-18.9307,162.976,-27.2241,0.0977892,0.394474,0.913689,-18.9307,162.976,-27.2241,-21.0454,150.355,-44.8613,0.097045,0.579191,0.809395,-21.0454,150.355,-44.8613,-22.4919,139.672,-55.8633,0.0939114,0.69355,0.714261
Index,53,25954272,337865441263,1,5,11311,53.017376,17.438324,-0.359662,0.211148,-0.908878,15.6833,170.751,78.6954,103.231,119.354,299.931,-2.37768,180.252,73.3548,-15.2143,177.163,8.35624,0.193539,0.0465714,0.979987,-15.2143,177.163,8.35624,-19.0077,159.282,-25.7914,0.0979367,0.461665,0.881631,-19.0077,159.282,-25.7914,-21.0245,145.013,-42.1365,0.0925575,0.654817,0.750098,-21.0245,145.013,-42.1365,-22.3478,133.194,-51.9258,0.085907,0.767283,0.635529
Index,54,25954273,337865459327,1,5,11311,53.017376,17.438324,-0.354918,0.226649,-0.907008,15.7974,171.229,78.8786,102.19,116.059,299.659,-2.37591,180.449,73.4275,-15.4535,175.933,8.56058,0.197172,0.0680841,0.978002,-15.4535,175.933,8.56058,-19.2757,155.831,-24.3253,0.0986827,0.519008,0.849054,-19.2757,155.831,-24.3253,-21.2061,140.218,-39.4027,0.0885849,0.716515,0.691925,-21.2061,140.218,-39.4027,-22.4155,127.515,-48.0314,0.0785198,0.824641,0.56018
Index,54,25954274,337865477410,1,5,11311,53.017376,17.438324,-0.351949,0.239797,-0.904781,15.8691,171.669,79.0594,101.539,113.299,299.298,-2.39366,180.646,73.5023,-15.7035,174.739,8.79463,0.200673,0.0890686,0.975601,-15.7035,174.739,8.79463,-19.5211,152.423,-22.6318,0.0985647,0.576157,0.811374,-19.5211,152.423,-22.6318,-21.3424,135.529,-36.274,0.0835807,0.775286,0.626056,-21.3424,135.529,-36.274,-22.4229,122.031,-43.6159,0.0701448,0.876293,0.476646
Index,54,25954275,337865495485,1,5,11311,53.017376,17.438324,-0.349146,0.247574,-0.903772,16.0414,172.056,79.2337,101.029,111.792,299.226,-2.27912,180.867,73.601,-15.7714,173.915,9.0349,0.203424,0.104802,0.973466,-15.7714,173.915,9.0349,-19.5602,149.798,-21.0352,0.0978203,0.622658,0.776356,-19.5602,149.798,-21.0352,-21.2714,131.89,-33.331,0.0785295,0.821845,0.564273,-21.2714,131.89,-33.331,-22.2299,117.797,-39.474,0.0622248,0.914921,0.398808
Index,54,25954276,337865513540,1,5,11311,53.017376,17.438324,-0.347543,0.253309,-0.9028,16.2118,172.287,79.3643,100.809,110.628,299.12,-2.1507,180.98,73.6854,-15.8116,173.251,9.2433,0.205966,0.116527,0.971597,-15.8116,173.251,9.2433,-19.547,147.623,-19.5568,0.0964413,0.661669,0.743568,-19.547,147.623,-19.5568,-21.1497,128.937,-30.6523,0.0735511,0.85751,0.509183,-21.1497,128.937,-30.6523,-21.9975,114.431,-35.7631,0.0550396,0.941743,0.331799
Index,54,25954277,337865531638,1,5,11311,53.017376,17.438324,-0.346325,0.257093,-0.902198,16.3977,172.439,79.5153,100.699,109.858,299.125,-1.99912,181.035,73.8004,-15.811,172.648,9.47287,0.208242,0.126446,0.969869,-15.811,172.648,9.47287,-19.5301,145.812,-18.2071,0.096021,0.692863,0.714648,-19.5301,145.812,-18.2071,-21.0473,126.53,-28.2436,0.0696265,0.884879,0.460587,-21.0473,126.53,-28.2436,-21.8021,111.732,-32.4532,0.0490068,0.960683,0.27329
Index,54,25954278,337865549725,1,5,11311,53.017376,17.438324,-0.346454,0.260302,-0.901228,16.5735,172.538,79.6492,100.906,109.176,299.023,-1.84881,181.062,73.9088,-15.8055,172.129,9.68618,0.210425,0.134694,0.968287,-15.8055,172.129,9.68618,-19.5199,144.154,-16.8431,0.0958998,0.722263,0.684938,-19.5199,144.154,-16.8431,-20.9559,124.34,-25.7989,0.0658992,0.909253,0.410994,-20.9559,124.34,-25.7989,-21.6209,109.31,-29.1009,0.0431776,0.975798,0.214367
Index,54,25954279,337865567785,1,5,11311,53.017376,17.438324,-0.348418,0.253232,-0.902485,16.6302,172.467,79.7727,101.441,110.826,299.452,-1.78809,180.986,74.0121,-15.8126,171.79,9.84139,0.211449,0.138648,0.967505,-15.8126,171.79,9.84139,-19.5445,142.895,-15.6806,0.0963503,0.746007,0.658932,-19.5445,142.895,-15.6806,-20.9309,122.673,-23.677,0.0636212,0.928056,0.366966,-20.9309,122.673,-23.677,-21.5367,107.486,-26.1784,0.0393348,0.985942,0.162394
Index,54,25954280,337865585875,1,5,11311,53.017376,17.438324,-0.351214,0.257946,-0.900063,17.0164,172.371,79.8313,102.507,109.583,298.921,-1.45125,180.782,74.0685,-15.6338,171.094,10.005,0.213831,0.146064,0.965889,-15.6338,171.094,10.005,-19.2857,141.435,-14.6367,0.0942864,0.765739,0.636203,-19.2857,141.435,-14.6367,-20.5539,120.917,-21.8635,0.0581978,0.941606,0.331648,-20.5539,120.917,-21.8635,-21.0501,105.637,-23.7474,0.0322156,0.991969,0.122307
Index,54,25954281,337865603957,1,5,11311,53.017376,17.438324,-0.353058,0.261954,-0.898182,17.3437,172.257,79.8702,103.284,108.493,298.502,-1.16614,180.579,74.1141,-15.486,170.523,10.1379,0.215901,0.151621,0.964571,-15.486,170.523,10.1379,-19.0823,140.239,-13.7398,0.0928502,0.781877,0.61648,-19.0823,140.239,-13.7398,-20.2528,119.502,-20.3303,0.053716,0.951652,0.302444,-20.2528,119.502,-20.3303,-20.6571,104.166,-21.719,0.0262433,0.995582,0.0901575
Index,54,25954282,337865622028,1,5,11311,53.017376,17.438324,-0.351783,0.265479,-0.897647,17.3906,172.136,79.8785,103.02,107.515,298.38,-1.12078,180.457,74.1256,-15.5171,170.276,10.1863,0.217054,0.153504,0.964015,-15.5171,170.276,10.1863,-19.1437,139.588,-13.1654,0.0936333,0.792303,0.6029,-19.1437,139.588,-13.1654,-20.2974,118.717,-19.3217,0.052946,0.957799,0.282521,-20.2974,118.717,-19.3217,-20.6774,103.354,-20.3771,0.0246696,0.997345,0.0685126
Index,54,25954283,337865640103,1,5,11311,53.017376,17.438324,-0.350899,0.268847,-0.89699,17.3501,171.993,79.8752,102.765,106.551,298.217,-1.15583,180.323,74.1183,-15.5839,170.074,10.1969,0.217532,0.154512,0.963746,-15.5839,170.074,10.1969,-19.2275,139.023,-12.667,0.0940724,0.80168,0.590305,-19.2275,139.023,-12.667,-20.3632,118.033,-18.4077,0.0521173,0.963265,0.263449,-20.3632,118.033,-18.4077,-20.7208,102.652,-19.1411,0.0232186,0.998596,0.0476152
Index,54,25954284,337865658196,1,5,11311,53.017376,17.438324,-0.349696,0.271104,-0.896781,17.3325,171.833,79.8641,102.454,105.842,298.155,-1.1692,180.173,74.1076,-15.6272,169.889,10.1988,0.217985,0.155055,0.963556,-15.6272,169.889,10.1988,-19.2774,138.49,-12.185,0.0942416,0.810642,0.577909,-19.2774,138.49,-12.185,-20.3885,117.39,-17.5129,0.0509855,0.968307,0.244505,-20.3885,117.39,-17.5129,-20.7192,101.996,-17.9267,0.0214722,0.999408,0.0268649
Index,46,25954285,337865712406,1,5,11311,53.017376,17.438324,-0.348106,0.270069,-0.897711,17.3698,171.582,79.8229,102.104,105.843,298.34,-1.1275,179.937,74.0753,-15.6379,169.642,10.1801,0.218773,0.155226,0.96335,-15.6379,169.642,10.1801,-19.2775,137.747,-11.4908,0.0939693,0.823483,0.559505,-19.2775,137.747,-11.4908,-20.3413,116.499,-16.2057,0.0488163,0.97509,0.21637,-20.3413,116.499,-16.2057,-20.6256,101.098,-16.1467,0.0184617,0.999822,-0.00382885
Index,47,25954286,337865730493,1,5,11311,53.017376,17.438324,-0.347994,0.26966,-0.897877,17.3774,171.511,79.8106,102.085,105.871,298.368,-1.1187,179.87,74.0653,-15.6387,169.578,10.1717,0.218919,0.155168,0.963326,-15.6387,169.578,10.1717,-19.2701,137.537,-11.2834,0.0937554,0.827266,0.553932,-19.2701,137.537,-11.2834,-20.3169,116.248,-15.814,0.0480395,0.976966,0.207915,-20.3169,116.248,-15.814,-20.5858,100.848,-15.6144,0.017455,0.999764,-0.0129571
Index,47,25954287,337865748576,1,5,11311,53.017376,17.438324,-0.348121,0.268629,-0.898137,17.3789,171.389,79.7898,102.117,106,298.411,-1.11519,179.754,74.0467,-15.6398,169.48,10.1514,0.218988,0.15491,0.963352,-15.6398,169.48,10.1514,-19.2491,137.227,-10.989,0.0931867,0.832712,0.545808,-19.2491,137.227,-10.989,-20.2694,115.885,-15.2663,0.0468213,0.979427,0.19629,-20.2694,115.885,-15.2663,-20.5163,100.488,-14.8797,0.0160274,0.999556,-0.0251028
Index,48,25954288,337865766688,1,5,11311,53.017376,17.438324,-0.348091,0.266237,-0.898861,17.4084,171.256,79.7661,102.139,106.45,298.563,-1.08378,179.63,74.0293,-15.6151,169.399,10.1287,0.21909,0.154261,0.963433,-15.6151,169.399,10.1287,-19.2107,136.961,-10.7288,0.0928316,0.837495,0.538502,-19.2107,136.961,-10.7288,-20.2097,115.575,-14.7884,0.0458448,0.981422,0.186303,-20.2097,115.575,-14.7884,-20.4384,100.183,-14.2459,0.0148482,0.999269,-0.0352235
Index,48,25954289,337865784725,1,5,11311,53.017376,17.438324,-0.347525,0.264418,-0.899616,17.4109,171.141,79.7288,102.004,106.778,298.71,-1.07627,179.527,73.9934,-15.5963,169.348,10.0819,0.218919,0.153482,0.963596,-15.5963,169.348,10.0819,-19.1835,136.739,-10.5097,0.0926153,0.841894,0.531637,-19.1835,136.739,-10.5097,-20.1676,115.317,-14.3755,0.0451605,0.983101,0.177408,-20.1676,115.317,-14.3755,-20.3838,99.9298,-13.6987,0.0140379,0.998936,-0.0439384
Index,49,25954290,337865802845,1,5,11311,53.017376,17.438324,-0.346883,0.262387,-0.900458,17.4154,171.043,79.7043,101.852,107.173,298.89,-1.06659,179.441,73.97,-15.5738,169.313,10.0473,0.218725,0.152699,0.963765,-15.5738,169.313,10.0473,-19.1586,136.56,-10.3151,0.0925531,0.845608,0.52572,-19.1586,136.56,-10.3151,-20.1321,115.109,-14.0176,0.044679,0.984445,0.169916,-20.1321,115.109,-14.0176,-20.3392,99.7268,-13.2301,0.0134397,0.998602,-0.0511302
Index,50,25954291,337865820905,1,5,11311,53.017376,17.438324,-0.346361,0.260391,-0.901238,17.4179,170.962,79.688,101.728,107.578,299.064,-1.05906,179.37,73.9529,-15.5487,169.29,10.0188,0.218461,0.151985,0.963938,-15.5487,169.29,10.0188,-19.1311,136.43,-10.1703,0.0924924,0.848379,0.521247,-19.1311,136.43,-10.1703,-20.0969,114.957,-13.7471,0.0443191,0.98544,0.164144,-20.0969,114.957,-13.7471,-20.2972,99.5795,-12.8734,0.0130037,0.998305,-0.0567182
Index,50,25954292,337865838950,1,5,11311,53.017376,17.438324,-0.348536,0.260815,-0.900277,17.5168,170.713,79.5991,102.356,107.227,298.741,-0.960372,179.122,73.8647,-15.371,169.192,9.88924,0.217269,0.149718,0.964561,-15.371,169.192,9.88924,-18.9011,136.259,-10.1892,0.0911419,0.850274,0.518389,-18.9011,136.259,-10.1892,-19.834,114.772,-13.6923,0.0428098,0.986064,0.160761,-19.834,114.772,-13.6923,-20.0125,99.3968,-12.7742,0.0115875,0.998155,-0.0596006
Index,50,25954293,337865857027,1,5,11311,53.017376,17.438324,-0.351324,0.265167,-0.897919,17.5871,170.399,79.4584,103.105,105.853,298.026,-0.886266,178.821,73.7301,-15.1966,169.137,9.69434,0.215757,0.146002,0.96547,-15.1966,169.137,9.69434,-18.6833,136.247,-10.4615,0.0900223,0.849171,0.520388,-18.6833,136.247,-10.4615,-19.5999,114.77,-14.0336,0.0420623,0.985575,0.16393,-19.5999,114.77,-14.0336,-19.7716,99.3919,-13.1753,0.0111487,0.998384,-0.0557273
Index,51,25954294,337865875105,1,5,11311,53.017376,17.438324,-0.355496,0.257873,-0.898401,17.5633,170.217,79.3911,104.097,107.447,298.076,-0.897477,178.674,73.6753,-15.1493,169.241,9.58905,0.214876,0.142221,0.966231,-15.1493,169.241,9.58905,-18.6477,136.43,-10.6931,0.0903222,0.847133,0.523649,-18.6477,136.43,-10.6931,-19.583,114.972,-14.3725,0.0429206,0.984707,0.16885,-19.583,114.972,-14.3725,-19.7724,99.5896,-13.601,0.0122955,0.998669,-0.0500832
Index,51,25954295,337865893198,1,5,11311,53.017376,17.438324,-0.356138,0.256141,-0.898642,17.4921,169.983,79.3212,104.182,107.634,298.065,-0.950998,178.488,73.6195,-15.1194,169.38,9.46774,0.213617,0.137317,0.967219,-15.1194,169.38,9.46774,-18.6582,136.762,-11.1167,0.0913662,0.842146,0.531454,-18.6582,136.762,-11.1167,-19.6481,115.368,-15.1361,0.0454283,0.981791,0.184455,-19.6481,115.368,-15.1361,-19.8877,99.9739,-14.6615,0.0155567,0.999404,-0.0308122
Index,51,25954296,337865911271,1,5,11311,53.017376,17.438324,-0.357048,0.256776,-0.8981,17.4096,169.764,79.2594,104.321,107.261,297.871,-1.01379,178.32,73.5694,-15.0818,169.556,9.34772,0.212104,0.132129,0.968274,-15.0818,169.556,9.34772,-18.6961,137.303,-11.7912,0.0933151,0.832724,0.545769,-18.6961,137.303,-11.7912,-19.7797,116.039,-16.43,0.0497266,0.975812,0.212883,-19.7797,116.039,-16.43,-20.1037,100.64,-16.4926,0.0210362,0.99977,0.00406189
Index,52,25954297,337865929336,1,5,11311,53.017376,17.438324,-0.357097,0.256231,-0.898236,17.3246,169.523,79.1898,104.248,107.152,297.835,-1.07642,178.134,73.5111,-15.0101,169.78,9.20561,0.210079,0.125961,0.969536,-15.0101,169.78,9.20561,-18.6999,138.057,-12.7083,0.095264,0.819035,0.565779,-18.6999,138.057,-12.7083,-19.8958,117,-18.1864,0.0548789,0.966327,0.251397,-19.8958,117,-18.1864,-20.3249,101.622,-18.9736,0.0278608,0.998305,0.0511053
Index,52,25954298,337865947433,1,5,11311,53.017376,17.438324,-0.356736,0.257244,-0.89809,17.1539,169.049,79.0796,103.989,106.432,297.689,-1.20476,177.766,73.4247,-14.9488,170.075,8.99573,0.207219,0.115958,0.971398,-14.9488,170.075,8.99573,-18.763,139.233,-14.1222,0.0984769,0.796276,0.596864,-18.763,139.233,-14.1222,-20.1346,118.555,-20.8576,0.0629423,0.948945,0.309098,-20.1346,118.555,-20.8576,-20.7277,103.277,-22.728,0.0385069,0.991853,0.121428
Index,52,25954299,337865965524,1,5,11311,53.017376,17.438324,-0.355685,0.25547,-0.899012,17.0853,168.7,79.0926,103.665,106.514,297.927,-1.25353,177.465,73.4491,-14.8618,170.168,8.94551,0.205172,0.110015,0.972523,-14.8618,170.168,8.94551,-18.8076,140.387,-15.5027,0.101873,0.768894,0.631208,-18.8076,140.387,-15.5027,-20.3479,120.224,-23.6208,0.0706897,0.925316,0.372551,-20.3479,120.224,-23.6208,-21.0972,105.148,-26.6893,0.0486408,0.978749,0.199211
Index,52,25954300,337865983578,1,5,11311,53.017376,17.438324,-0.354791,0.253162,-0.900018,17.0448,168.247,79.0917,103.407,106.624,298.171,-1.26311,177.094,73.4747,-14.7329,170.336,8.88347,0.203084,0.101896,0.973845,-14.7329,170.336,8.88347,-18.9071,141.993,-17.1835,0.107771,0.731748,0.673001,-18.9071,141.993,-17.1835,-20.6682,122.552,-26.8671,0.0808208,0.892177,0.444396,-20.6682,122.552,-26.8671,-21.6083,107.822,-31.272,0.0610322,0.956294,0.285967
Index,53,25954301,337866001678,1,5,11311,53.017376,17.438324,-0.353997,0.240472,-0.903803,16.8162,167.447,78.8709,102.985,108.912,298.871,-1.38934,176.551,73.3328,-14.6263,171.058,8.57361,0.199574,0.0828158,0.976377,-14.6263,171.058,8.57361,-19.0788,144.614,-19.374,0.114957,0.682745,0.721557,-19.0788,144.614,-19.374,-21.1275,126.171,-30.7977,0.094017,0.846358,0.52425,-21.1275,126.171,-30.7977,-22.3239,111.989,-36.6884,0.0776706,0.920714,0.382431
Index,53,25954302,337866019734,1,5,11311,53.017376,17.438324,-0.355596,0.223451,-0.907536,16.3999,166.36,78.5056,102.958,111.969,299.414,-1.6542,175.823,73.0742,-14.5448,172.032,8.12347,0.194352,0.0571688,0.979265,-14.5448,172.032,8.12347,-19.2759,147.936,-21.8301,0.122149,0.622105,0.773347,-19.2759,147.936,-21.8301,-21.6312,130.847,-35.1438,0.108087,0.784229,0.610985,-21.6312,130.847,-35.1438,-23.1107,117.499,-42.6876,0.0960544,0.866557,0.489748
Index,53,25954303,337866037809,1,5,11311,53.017376,17.438324,-0.362894,0.21301,-0.907157,15.9462,165.026,77.8671,104.28,113.176,298.684,-1.90426,174.963,72.6133,-14.4273,173.352,7.50015,0.18881,0.0242881,0.981713,-14.4273,173.352,7.50015,-19.4355,152.055,-24.4613,0.129304,0.549862,0.825186,-19.4355,152.055,-24.4613,-22.0974,136.668,-39.6592,0.122161,0.70614,0.697455,-22.0974,136.668,-39.6592,-23.8654,124.452,-48.8747,0.114777,0.793028,0.598275
Index,53,25954304,337866055905,1,5,11311,53.017376,17.438324,-0.365203,0.19402,-0.910485,15.5378,163.948,77.2061,104.434,116.721,298.833,-2.10468,174.343,72.1377,-14.2966,174.737,6.94308,0.183818,-0.0059456,0.982942,-14.2966,174.737,6.94308,-19.5217,156.423,-26.7837,0.134902,0.472831,0.870765,-19.5217,156.423,-26.7837,-22.4288,142.948,-43.6592,0.133412,0.618424,0.774437,-22.4288,142.948,-43.6592,-24.4334,132.081,-54.39,0.130139,0.705504,0.696655
Index,53,25954305,337866073966,1,5,11311,53.017376,17.438324,-0.365275,0.185314,-0.912268,15.3092,163.252,76.7824,104.223,118.143,298.843,-2.1755,173.981,71.867,-14.1465,175.824,6.65624,0.180487,-0.0277912,0.983185,-14.1465,175.824,6.65624,-19.4911,160.209,-28.3839,0.13799,0.403146,0.904672,-19.4911,160.209,-28.3839,-22.5425,148.506,-46.5096,0.140031,0.5371,0.831814,-22.5425,148.506,-46.5096,-24.6921,138.932,-58.3834,0.139555,0.621535,0.770856
Index,53,25954306,337866092054,1,5,11311,53.017376,17.438324,-0.364687,0.19156,-0.911213,15.3215,162.942,76.8118,104.092,116.313,298.616,-2.08549,173.833,71.9773,-13.9866,176.335,6.77573,0.179434,-0.0377165,0.983047,-13.9866,176.335,6.77573,-19.4177,162.93,-29.1549,0.140221,0.346085,0.927665,-19.4177,162.93,-29.1549,-22.5543,152.684,-48.1289,0.143943,0.470208,0.870738,-22.5543,152.684,-48.1289,-24.7871,144.188,-60.7816,0.14495,0.551583,0.821429
Index,54,25954307,337866110128,1,5,11311,53.017376,17.438324,-0.365814,0.191407,-0.910793,15.2715,162.612,76.8815,104.317,116.021,298.583,-2.05797,173.657,72.1181,-13.8465,176.807,6.92416,0.177736,-0.0474891,0.982932,-13.8465,176.807,6.92416,-19.2197,165.811,-29.8238,0.138726,0.283899,0.948766,-19.2197,165.811,-29.8238,-22.3606,157.009,-49.5085,0.144141,0.403935,0.90336,-22.3606,157.009,-49.5085,-24.618,149.531,-62.7841,0.146552,0.485504,0.861863
Index,54,25954308,337866128180,1,5,11311,53.017376,17.438324,-0.363731,0.186139,-0.912717,15.0767,162.386,76.9666,103.615,117.077,299.137,-2.13909,173.636,72.2716,-13.7289,177.551,7.08348,0.17474,-0.0590175,0.982844,-13.7289,177.551,7.08348,-18.9948,169.19,-30.3674,0.135956,0.215857,0.966914,-18.9948,169.19,-30.3674,-22.1241,161.812,-50.6306,0.143609,0.338597,0.929908,-22.1241,161.812,-50.6306,-24.3993,155.269,-64.3886,0.147705,0.424752,0.893179
Index,54,25954309,337866146267,1,5,11311,53.017376,17.438324,-0.363223,0.180539,-0.914043,14.9742,162.18,77,103.389,118.234,299.493,-2.16677,173.566,72.3591,-13.6116,178.042,7.18149,0.172555,-0.0674823,0.982686,-13.6116,178.042,7.18149,-18.7283,172.083,-30.7462,0.132103,0.153838,0.979226,-18.7283,172.083,-30.7462,-21.8179,165.914,-51.4158,0.141785,0.2831,0.948552,-21.8179,165.914,-51.4158,-24.0879,160.119,-65.5055,0.147371,0.376254,0.914721
Index,54,25954310,337866164342,1,5,11311,53.017376,17.438324,-0.363441,0.1765,-0.914745,14.9458,162.053,77.0306,103.413,119.09,299.694,-2.14649,173.529,72.43,-13.5013,178.387,7.26401,0.171198,-0.0732406,0.982511,-13.5013,178.387,7.26401,-18.506,173.976,-30.8896,0.12921,0.113866,0.985058,-18.506,173.976,-30.8896,-21.5563,168.668,-51.8024,0.139985,0.243607,0.959719,-21.5563,168.668,-51.8024,-23.8127,163.451,-66.1188,0.146488,0.338683,0.929427
Index,54,25954311,337866182434,1,5,11311,53.017376,17.438324,-0.363943,0.173946,-0.915034,14.9498,161.954,77.0673,103.539,119.612,299.801,-2.10767,173.493,72.4974,-13.3969,178.632,7.34166,0.170208,-0.0774898,0.982357,-13.3969,178.632,7.34166,-18.2916,175.17,-30.9239,0.126372,0.0893883,0.987947,-18.2916,175.17,-30.9239,-21.2872,170.499,-51.996,0.137471,0.214377,0.967029,-21.2872,170.499,-51.996,-23.5117,165.77,-66.4858,0.144416,0.306989,0.940692
Index,54,25954312,337866200517,1,5,11311,53.017376,17.438324,-0.364062,0.171318,-0.915483,14.9909,161.887,77.1092,103.609,120.185,299.952,-2.03858,173.478,72.566,-13.2849,178.839,7.42065,0.169561,-0.0808282,0.982199,-13.2849,178.839,7.42065,-18.0841,176.128,-30.9175,0.123907,0.0699829,0.989823,-18.0841,176.128,-30.9175,-21.0239,172.042,-52.1189,0.134911,0.187493,0.972957,-21.0239,172.042,-52.1189,-23.2114,167.801,-66.7642,0.14202,0.275369,0.95079
Index,54,25954313,337866218575,1,5,11311,53.017376,17.438324,-0.364329,0.169382,-0.915737,15.0158,161.837,77.1404,103.699,120.607,300.046,-1.99173,173.467,72.6149,-13.1945,178.996,7.47608,0.168905,-0.0833611,0.982101,-13.1945,178.996,7.47608,-17.8873,176.926,-30.9152,0.12116,0.0534537,0.991193,-17.8873,176.926,-30.9152,-20.7607,173.376,-52.2217,0.131861,0.162929,0.977787,-20.7607,173.376,-52.2217,-22.9012,169.595,-66.9997,0.138965,0.245452,0.959397
Index,54,25954314,337866236657,1,5,11311,53.017376,17.438324,-0.364579,0.168047,-0.915883,15.0354,161.801,77.1651,103.78,120.896,300.106,-1.95506,173.46,72.6509,-13.116,179.118,7.51594,0.168274,-0.0852975,0.982043,-13.116,179.118,7.51594,-17.7039,177.578,-30.9129,0.118451,0.0397567,0.992164,-17.7039,177.578,-30.9129,-20.5087,174.5,-52.3019,0.128716,0.141261,0.981569,-20.5087,174.5,-52.3019,-22.5987,171.137,-67.1877,0.135688,0.218298,0.966403
Index,54,25954315,337866254751,1,5,11311,53.017376,17.438324,-0.364132,0.165704,-0.916488,15.0153,161.774,77.1762,103.651,121.439,300.264,-1.96042,173.457,72.667,-13.077,179.209,7.53279,0.167606,-0.0867323,0.982031,-13.077,179.209,7.53279,-17.5532,178.184,-30.9264,0.115566,0.0264607,0.992947,-17.5532,178.184,-30.9264,-20.2864,175.545,-52.3831,0.12543,0.121139,0.984679,-20.2864,175.545,-52.3831,-22.3237,172.565,-67.3576,0.132261,0.193456,0.972153
Index,54,25954316,337866272795,1,5,11311,53.017376,17.438324,-0.364113,0.163398,-0.916909,15.0233,161.742,77.1768,103.654,121.968,300.367,-1.94094,173.444,72.6742,-13.0252,179.282,7.54208,0.167117,-0.088025,0.982,-13.0252,179.282,7.54208,-17.3884,178.738,-30.9399,0.112649,0.0140413,0.993536,-17.3884,178.738,-30.9399,-20.0482,176.513,-52.4528,0.122064,0.102117,0.987255,-20.0482,176.513,-52.4528,-22.0305,173.898,-67.5025,0.128694,0.169776,0.977044
Index,54,25954317,337866290878,1,5,11311,53.017376,17.438324,-0.364074,0.161575,-0.917248,15.0308,161.714,77.1784,103.652,122.384,300.451,-1.92369,173.433,72.6816,-12.9804,179.345,7.55153,0.166703,-0.089147,0.981969,-12.9804,179.345,7.55153,-17.2346,179.167,-30.9461,0.109836,0.00460651,0.993939,-17.2346,179.167,-30.9461,-19.8232,177.277,-52.4997,0.118794,0.086715,0.989125,-19.8232,177.277,-52.4997,-21.7516,174.966,-67.6061,0.125189,0.150064,0.980718
Index,53,25954328,337866507800,1,5,11321,58.80751,19.3428,-0.239208,0.176659,-0.954762,22.3615,168.361,81.022,86.9477,120.663,338.808,2.10795,179.46,77.2656,-16.0033,183.239,6.06037,0.246179,-0.0513648,0.967862,-16.0033,183.239,6.06037,-16.7935,183.834,-36.8906,0.0183928,-0.0138486,0.999735,-16.7935,183.834,-36.8906,-17.2566,183.609,-61.0556,0.0191582,0.00929716,0.999773,-17.2566,183.609,-61.0556,-17.5942,183.136,-78.1313,0.0197583,0.0276694,0.999422
