Frame	Time	FT1X	FT1Y	FT1Z	FT2X	FT2Y	FT2Z	FT3X	FT3Y	FT3Z	FT4X	FT4Y	FT4Z	FT5X	FT5Y	FT5Z	DP2X	DP2Y	DP2Z	DP3X	DP3Y	DP3Z	DP4X	DP4Y	DP4Z	DP5X	DP5Y	DP5Z	PP2X	PP2Y	PP2Z	PP3X	PP3Y	PP3Z	PP4X	PP4Y	PP4Z	PP5X	PP5Y	PP5Z	IPX	IPY	IPZ	MP1X	MP1Y	MP1Z	MP2X	MP2Y	MP2Z	MP3X	MP3Y	MP3Z	MP4X	MP4Y	MP4Z	MP5X	MP5Y	MP5Z	CMC1X	CMC1Y	CMC1Z	CMC2X	CMC2Y	CMC2Z	CMC5X	CMC5Y	CMC5Z	RSX	RSY	RSZ	USX	USY	USZ	EMX	EMY	EMZ	ELX	ELY	ELZ
1	0	431.183	120.356	-228.755	460.381	133.606	-296.731	478.623	134.17	-303.291	513.209	136.323	-292.134	544.394	135.838	-264.113	463.907	137.327	-279.464	482.865	134.245	-287.608	514.593	137.231	-276.129	543.529	137.501	-247.425	466.899	143.216	-252.899	488.33	141.79	-256.443	515.452	144.927	-245.314	544.192	140.938	-227.036	439.066	122.869	-209.203	449.723	126.245	-178.032	476.066	150.262	-210.396	499.735	153.93	-207.924	519.803	145.345	-202.595	535.125	137.396	-192.474	461.872	132.542	-148.324	490.799	155.167	-163.54	528.139	144.592	-165.126	486.448	154.381	-105.766	537.101	147.907	-114.978	565.657	50.028	139.319	621.189	97.64	111.68
2	0.00667	430.818	119.803	-229.198	459.91	133.112	-297.205	478.193	133.578	-303.782	512.776	135.847	-292.659	543.997	135.557	-264.625	463.461	136.853	-279.942	482.422	133.699	-288.083	514.109	136.757	-276.726	543.116	137.201	-247.905	466.471	142.751	-253.383	487.905	140.943	-256.69	515.032	144.48	-245.823	543.781	140.662	-227.533	438.722	122.369	-209.655	449.382	125.791	-178.494	475.663	149.831	-210.904	499.316	153.531	-208.434	519.406	144.965	-203.097	534.746	137.088	-192.999	461.558	132.122	-148.796	490.415	154.805	-164.044	527.795	144.287	-165.683	486.091	154.058	-106.268	536.773	147.661	-115.503	565.525	49.878	138.825	621.008	97.481	111.124
3	0.01333	430.45	119.316	-229.622	459.436	132.676	-297.66	477.712	133.062	-304.246	512.289	135.365	-293.175	543.594	135.342	-265.124	462.986	136.393	-280.399	481.969	133.191	-288.568	513.649	136.302	-277.237	542.732	136.985	-248.417	466.026	142.313	-253.858	487.461	140.49	-257.171	514.608	144.09	-246.369	543.374	140.402	-228.032	438.361	121.905	-210.098	449.062	125.362	-178.939	475.259	149.425	-211.4	498.909	153.182	-208.981	519.025	144.702	-203.657	534.373	136.793	-193.519	461.222	131.741	-149.278	490.044	154.466	-164.571	527.432	143.967	-166.188	485.779	153.745	-106.793	536.457	147.415	-116.064	565.384	49.745	138.313	620.809	97.345	110.544
4	0.02	430.055	118.875	-230.035	458.837	132.075	-297.939	477.185	132.634	-304.741	511.787	134.901	-293.705	543.168	135.198	-265.62	462.449	135.901	-280.615	481.464	132.781	-289.064	513.174	135.87	-277.78	542.296	136.8	-248.914	465.479	141.921	-254.386	486.956	140.27	-257.715	514.154	143.711	-247.092	542.954	140.172	-228.524	437.969	121.467	-210.539	448.695	124.991	-179.416	474.838	149.044	-211.888	498.275	152.899	-209.366	518.453	144.607	-203.936	533.958	136.511	-194.047	460.886	131.409	-149.737	489.732	154.177	-164.977	527.059	143.703	-166.758	485.523	153.55	-107.245	536.126	147.162	-116.586	565.264	49.576	137.8	620.665	97.344	110.207
5	0.02667	429.629	118.398	-230.459	458.336	131.726	-298.349	476.678	132.219	-305.199	511.334	134.466	-294.202	542.743	135.028	-266.149	461.967	135.57	-281.053	481.033	132.398	-289.541	512.721	135.43	-278.294	541.881	136.581	-249.364	465.034	141.568	-254.839	486.513	139.927	-258.19	513.667	143.366	-247.631	542.591	139.937	-228.977	437.578	121.129	-210.963	448.322	124.619	-179.843	474.435	148.698	-212.348	497.856	152.58	-209.9	518.098	144.179	-204.37	533.579	136.217	-194.582	460.536	131.068	-150.251	489.318	153.873	-165.524	526.702	143.45	-167.32	485.21	153.299	-107.815	535.852	146.943	-117.192	565.232	49.523	137.308	619.895	96.67	109.742
6	0.03333	429.228	118.089	-230.88	457.756	131.448	-298.821	476.129	131.896	-305.696	510.759	134.101	-294.744	542.265	134.862	-266.693	461.46	135.292	-281.521	480.487	132.084	-290.047	512.175	135.062	-278.815	541.412	136.396	-249.86	464.577	141.306	-255.342	486.083	139.596	-258.643	513.182	142.985	-248.198	542.113	139.727	-229.506	437.145	120.77	-211.388	447.94	124.341	-180.293	474.021	148.41	-212.84	497.463	152.286	-210.407	517.605	143.907	-204.868	533.131	135.938	-195.137	460.197	130.791	-150.698	488.949	153.65	-166.032	526.28	143.176	-167.887	484.832	153.084	-108.339	535.437	146.657	-117.755	565.14	49.397	136.813	619.985	96.909	109.366
7	0.04	428.771	117.839	-231.318	457.233	131.205	-299.276	475.568	131.636	-306.147	510.194	133.781	-295.27	541.785	134.703	-267.193	460.928	135.067	-281.984	479.963	131.828	-290.528	511.644	134.781	-279.33	540.94	136.221	-250.413	464.098	141.069	-255.788	485.613	139.356	-259.126	512.722	142.724	-248.729	541.672	139.5	-230.019	436.751	120.531	-211.83	447.568	124.084	-180.728	473.61	148.176	-213.314	497.037	152.045	-210.917	517.155	143.629	-205.368	532.706	135.694	-195.654	459.818	130.572	-151.18	488.582	153.42	-166.523	525.931	142.934	-168.441	484.513	152.864	-108.868	535.143	146.475	-118.324	564.956	49.225	136.291	619.747	96.746	108.819
8	0.04667	428.326	117.649	-231.712	456.714	131.003	-299.713	475.041	131.473	-306.616	509.657	133.578	-295.75	541.305	134.543	-267.731	460.463	134.854	-282.436	479.453	131.642	-291.004	511.159	134.551	-279.835	540.469	136.014	-250.89	463.611	140.864	-256.245	485.163	139.191	-259.601	512.229	142.481	-249.22	541.222	139.305	-230.518	436.346	120.336	-212.239	447.169	123.916	-181.18	473.191	147.988	-213.781	496.635	151.877	-211.424	516.774	143.475	-205.923	532.296	135.492	-196.178	459.49	130.396	-151.617	488.226	153.232	-167.027	525.554	142.72	-168.964	484.209	152.683	-109.351	534.822	146.269	-118.851	564.744	49.082	135.778	619.52	96.556	108.268
9	0.05333	427.902	117.502	-232.135	456.205	130.861	-300.15	474.53	131.296	-307.076	509.12	133.421	-296.242	540.827	134.386	-268.244	459.969	134.705	-282.876	478.957	131.522	-291.471	510.578	134.367	-280.341	540.02	135.861	-251.415	463.172	140.749	-256.706	484.627	139.003	-260.117	511.782	142.333	-249.729	540.762	139.143	-231.045	435.919	120.196	-212.681	446.808	123.765	-181.605	472.777	147.848	-214.241	496.217	151.688	-211.89	516.345	143.203	-206.367	531.885	135.294	-196.697	459.147	130.248	-152.078	487.853	153.047	-167.487	525.192	142.551	-169.483	483.91	152.509	-109.827	534.472	146.089	-119.371	564.511	48.932	135.274	619.293	96.404	107.738
10	0.06	427.474	117.401	-232.547	455.707	130.733	-300.58	474.018	131.222	-307.537	508.619	133.289	-296.733	540.339	134.307	-268.759	459.497	134.584	-283.321	478.445	131.394	-291.928	510.144	134.267	-280.822	539.559	135.761	-251.923	462.73	140.619	-257.137	484.225	138.891	-260.535	511.34	142.182	-250.209	540.348	139.008	-231.558	435.497	120.106	-213.099	446.407	123.638	-182.038	472.393	147.713	-214.693	495.832	151.569	-212.358	515.943	143.081	-206.854	531.482	135.155	-197.191	458.792	130.085	-152.508	487.496	152.923	-167.949	524.807	142.376	-169.969	483.555	152.352	-110.326	534.154	145.919	-119.873	564.272	48.786	134.753	619.056	96.219	107.196
