Frame	Time	FT1X	FT1Y	FT1Z	FT2X	FT2Y	FT2Z	FT3X	FT3Y	FT3Z	FT4X	FT4Y	FT4Z	FT5X	FT5Y	FT5Z	DP2X	DP2Y	DP2Z	DP3X	DP3Y	DP3Z	DP4X	DP4Y	DP4Z	DP5X	DP5Y	DP5Z	PP2X	PP2Y	PP2Z	PP3X	PP3Y	PP3Z	PP4X	PP4Y	PP4Z	PP5X	PP5Y	PP5Z	IPX	IPY	IPZ	MP1X	MP1Y	MP1Z	MP2X	MP2Y	MP2Z	MP3X	MP3Y	MP3Z	MP4X	MP4Y	MP4Z	MP5X	MP5Y	MP5Z	CMC1X	CMC1Y	CMC1Z	CMC2X	CMC2Y	CMC2Z	CMC5X	CMC5Y	CMC5Z	RSX	RSY	RSZ	USX	USY	USZ	EMX	EMY	EMZ	ELX	ELY	ELZ
1	0	418.083	116.528	-233.907	465.83	142.562	-306.415	484.083	139.051	-315.235	510.403	141.053	-302.746	531.261	139.77	-283.178	464.385	149.54	-289.262	483.256	144.422	-298.788	508.523	142	-286.808	531.145	137.965	-267.343	466.148	156.939	-267.142	487.037	150.929	-271.664	511.189	144.014	-262.313	530.632	139.144	-248.636	426.029	124.092	-219.422	436.993	138.719	-185.843	467.483	173.543	-225.317	495.189	168.105	-229.379	513.931	155.262	-222.448	530.429	144.944	-215.147	455.469	148.815	-154.212	483.068	171.289	-183.981	518.613	158.017	-187.162	493.559	169.241	-124.289	539.921	154.491	-132.088	576.032	64.263	101.064	633.893	116.649	77.523
2	0.00667	418.045	116.551	-233.939	465.785	142.607	-306.43	484.049	139.13	-315.255	510.387	141.184	-302.779	531.217	139.849	-283.189	464.327	149.573	-289.275	483.215	144.481	-298.807	508.496	142.096	-286.825	531.097	138.048	-267.369	466.088	156.976	-267.161	486.988	150.995	-271.684	511.154	144.1	-262.329	530.59	139.2	-248.649	425.983	124.107	-219.437	436.951	138.708	-185.856	467.434	173.557	-225.316	495.129	168.131	-229.376	513.876	155.307	-222.46	530.39	144.977	-215.154	455.427	148.789	-154.227	483.01	171.282	-183.982	518.565	158.034	-187.168	493.505	169.214	-124.302	539.878	154.498	-132.096	576.062	64.286	101.017	633.864	116.646	77.502
3	0.01333	418.021	116.57	-233.97	465.743	142.658	-306.446	484.007	139.224	-315.28	510.357	141.318	-302.802	531.177	139.963	-283.231	464.281	149.618	-289.283	483.172	144.561	-298.82	508.443	142.394	-287.016	531.064	138.148	-267.383	466.037	157.024	-267.169	486.941	151.082	-271.691	511.121	144.185	-262.339	530.547	139.287	-248.668	425.952	124.12	-219.468	436.906	138.701	-185.875	467.378	173.583	-225.316	495.074	168.179	-229.374	513.825	155.373	-222.474	530.353	145.04	-215.165	455.371	148.766	-154.242	482.955	171.291	-183.979	518.506	158.065	-187.169	493.439	169.19	-124.311	539.823	154.499	-132.116	576.02	64.264	101	633.837	116.65	77.468
4	0.02	417.991	116.595	-233.994	464.971	142.311	-306.731	483.914	139.375	-315.362	510.326	141.449	-302.815	531.126	140.08	-283.261	464.249	149.432	-288.767	483.482	144.525	-298.407	508.327	142.061	-287.054	531.027	138.267	-267.405	466.27	156.999	-266.69	486.766	150.988	-271.748	510.67	144.024	-261.929	530.509	139.383	-248.684	425.922	124.126	-219.493	436.867	138.689	-185.899	467.297	173.558	-225.176	495.018	168.199	-229.29	513.769	155.451	-222.486	530.306	145.107	-215.174	455.32	148.75	-154.254	482.925	171.357	-183.621	518.448	158.098	-187.159	493.472	169.26	-124.135	539.792	154.549	-132.112	574.519	64.361	101.71	633.796	116.617	77.437
5	0.02667	417.976	116.586	-234.073	464.896	142.411	-306.842	483.832	139.419	-315.468	510.289	141.508	-302.872	531.081	140.197	-283.309	464.207	149.495	-288.806	483.435	144.583	-298.45	508.291	142.204	-287.144	530.977	138.372	-267.499	466.238	157.068	-266.726	486.734	151.132	-271.866	510.619	144.105	-261.976	530.474	139.462	-248.722	425.904	124.115	-219.573	436.819	138.673	-185.973	467.234	173.619	-225.214	494.977	168.212	-229.349	513.739	155.534	-222.548	530.273	145.199	-215.267	455.283	148.711	-154.317	482.835	171.435	-183.728	518.372	158.105	-187.249	493.404	169.255	-124.235	539.812	154.613	-132.198	574.772	64.544	100.977	633.805	116.609	77.54
6	0.03333	417.939	116.713	-234.074	464.925	142.456	-306.747	483.818	139.534	-315.426	510.255	141.665	-302.902	531.035	140.28	-283.341	464.157	149.557	-288.81	483.398	144.73	-298.451	508.246	142.287	-287.161	530.926	138.434	-267.526	466.175	157.13	-266.719	486.664	151.206	-271.882	510.56	144.179	-261.981	530.404	139.513	-248.728	425.925	124.205	-219.582	436.832	138.73	-185.959	467.165	173.672	-225.211	494.918	168.337	-229.305	513.685	155.584	-222.559	530.218	145.27	-215.29	455.272	148.763	-154.302	482.761	171.418	-183.749	518.306	158.172	-187.308	493.335	169.268	-124.249	539.766	154.643	-132.216	574.692	64.532	101.196	633.74	116.602	77.551
7	0.04	417.871	116.784	-234.082	464.85	142.514	-306.743	483.736	139.587	-315.43	510.183	141.718	-302.91	530.962	140.347	-283.359	464.071	149.618	-288.816	483.327	144.79	-298.457	508.174	142.332	-287.159	530.862	138.483	-267.544	466.103	157.196	-266.728	486.584	151.269	-271.895	510.477	144.239	-261.999	530.343	139.56	-248.746	425.872	124.283	-219.611	436.783	138.753	-185.959	467.084	173.713	-225.2	494.867	168.387	-229.299	513.618	155.619	-222.564	530.147	145.316	-215.306	455.221	148.78	-154.292	482.688	171.453	-183.762	518.22	158.225	-187.337	493.269	169.273	-124.251	539.696	154.675	-132.233	574.604	64.46	101.256	633.711	116.578	77.518
8	0.04667	417.786	116.861	-234.094	464.757	142.559	-306.739	483.64	139.626	-315.439	510.071	141.766	-302.924	530.88	140.379	-283.366	463.99	149.667	-288.819	483.242	144.835	-298.473	508.076	142.366	-287.179	530.785	138.512	-267.572	466.032	157.249	-266.727	486.505	151.309	-271.902	510.381	144.274	-262.022	530.257	139.604	-248.763	425.791	124.338	-219.631	436.736	138.784	-185.969	467.021	173.794	-225.25	494.806	168.42	-229.299	513.55	155.655	-222.593	530.067	145.347	-215.332	455.178	148.807	-154.3	482.622	171.494	-183.774	518.147	158.25	-187.355	493.212	169.282	-124.257	539.641	154.708	-132.25	574.613	64.468	101.215	633.669	116.556	77.497
9	0.05333	417.685	116.922	-234.096	464.66	142.568	-306.748	483.546	139.652	-315.445	509.948	141.784	-302.955	530.795	140.407	-283.376	463.895	149.682	-288.827	483.155	144.869	-298.484	507.956	142.374	-287.195	530.697	138.533	-267.602	465.951	157.28	-266.733	486.424	151.331	-271.907	510.273	144.309	-262.038	530.178	139.624	-248.774	425.7	124.404	-219.633	436.676	138.826	-185.97	466.941	173.834	-225.258	494.751	168.444	-229.312	513.476	155.68	-222.616	529.995	145.379	-215.365	455.132	148.829	-154.307	482.548	171.525	-183.791	518.081	158.262	-187.398	493.162	169.307	-124.26	539.586	154.742	-132.283	574.691	64.444	101.127	633.586	116.557	77.507
10	0.06	417.575	116.989	-234.101	464.553	142.553	-306.757	483.451	139.637	-315.441	509.804	141.803	-302.97	530.694	140.419	-283.39	463.797	149.688	-288.826	483.042	144.877	-298.49	507.813	142.399	-287.223	530.597	138.545	-267.631	465.871	157.289	-266.742	486.337	151.335	-271.927	510.154	144.326	-262.077	530.089	139.644	-248.795	425.601	124.473	-219.631	436.588	138.878	-185.966	466.871	173.863	-225.265	494.676	168.466	-229.328	513.392	155.703	-222.637	529.896	145.393	-215.399	455.084	148.875	-154.315	482.476	171.553	-183.814	518.004	158.275	-187.432	493.111	169.332	-124.282	539.53	154.766	-132.305	574.729	64.448	101.084	633.515	116.553	77.501
11	0.06667	417.449	117.055	-234.088	464.44	142.531	-306.755	483.333	139.613	-315.433	509.654	141.822	-302.998	530.593	140.431	-283.424	463.687	149.66	-288.821	482.926	144.844	-298.48	507.687	142.416	-287.249	530.485	138.554	-267.641	465.767	157.289	-266.756	486.251	151.329	-271.932	510.043	144.328	-262.097	529.988	139.647	-248.823	425.491	124.525	-219.612	436.503	138.919	-185.953	466.761	173.866	-225.266	494.584	168.502	-229.357	513.31	155.721	-222.663	529.803	145.406	-215.441	455.02	148.905	-154.327	482.409	171.584	-183.843	517.93	158.293	-187.46	493.061	169.349	-124.297	539.474	154.785	-132.328	574.725	64.457	101.046	633.46	116.577	77.491
12	0.07333	417.33	117.106	-234.078	464.326	142.49	-306.752	483.191	139.556	-315.42	509.539	141.832	-303.009	530.474	140.42	-283.434	463.57	149.62	-288.825	482.809	144.809	-298.472	507.567	142.44	-287.263	530.375	138.561	-267.658	465.661	157.273	-266.759	486.17	151.318	-271.942	509.943	144.337	-262.11	529.881	139.644	-248.845	425.385	124.58	-219.586	436.408	138.959	-185.942	466.671	173.87	-225.275	494.49	168.519	-229.376	513.225	155.739	-222.694	529.711	145.413	-215.477	454.96	148.947	-154.339	482.326	171.596	-183.867	517.859	158.298	-187.472	493.01	169.368	-124.305	539.404	154.794	-132.352	574.716	64.455	101.014	633.407	116.597	77.477
13	0.08	417.211	117.156	-234.046	464.211	142.449	-306.744	483.058	139.511	-315.417	509.418	141.836	-303.023	530.354	140.432	-283.448	463.458	149.581	-288.815	482.689	144.756	-298.463	507.439	142.432	-287.265	530.266	138.573	-267.667	465.549	157.257	-266.764	486.058	151.309	-271.942	509.836	144.325	-262.101	529.758	139.65	-248.866	425.282	124.615	-219.553	436.323	138.995	-185.926	466.583	173.877	-225.284	494.405	168.508	-229.387	513.144	155.751	-222.704	529.625	145.414	-215.483	454.876	148.961	-154.328	482.253	171.606	-183.867	517.79	158.309	-187.495	492.958	169.388	-124.323	539.345	154.812	-132.367	574.682	64.47	100.997	633.388	116.625	77.44
14	0.08667	417.101	117.186	-234.016	464.089	142.402	-306.722	482.931	139.481	-315.402	509.302	141.843	-303.019	530.236	140.445	-283.455	463.334	149.556	-288.81	482.556	144.728	-298.461	507.322	142.423	-287.263	530.155	138.577	-267.688	465.44	157.235	-266.767	485.944	151.271	-271.924	509.726	144.333	-262.102	529.645	139.638	-248.876	425.197	124.639	-219.542	436.236	139.029	-185.908	466.497	173.884	-225.297	494.322	168.51	-229.404	513.051	155.754	-222.707	529.536	145.419	-215.503	454.805	148.983	-154.324	482.179	171.621	-183.859	517.713	158.322	-187.499	492.898	169.409	-124.327	539.292	154.822	-132.388	574.663	64.483	100.973	633.363	116.641	77.398
15	0.09333	417.016	117.2	-233.99	463.979	142.381	-306.706	482.787	139.481	-315.406	509.189	141.847	-303.024	530.122	140.449	-283.475	463.222	149.54	-288.801	482.429	144.712	-298.436	507.227	142.431	-287.271	530.049	138.586	-267.699	465.321	157.23	-266.769	485.817	151.26	-271.929	509.62	144.328	-262.094	529.536	139.645	-248.892	425.12	124.63	-219.503	436.15	139.036	-185.891	466.404	173.88	-225.301	494.225	168.514	-229.413	512.951	155.757	-222.689	529.456	145.428	-215.508	454.737	148.991	-154.315	482.103	171.63	-183.855	517.635	158.334	-187.501	492.835	169.425	-124.33	539.237	154.842	-132.399	574.647	64.49	100.963	633.343	116.662	77.376
16	0.1	416.933	117.199	-233.961	463.874	142.371	-306.686	482.658	139.506	-315.405	509.09	141.861	-303.02	530.012	140.452	-283.491	463.114	149.547	-288.79	482.314	144.729	-298.435	507.132	142.434	-287.268	529.94	138.592	-267.717	465.213	157.23	-266.755	485.702	151.265	-271.935	509.537	144.333	-262.097	529.473	139.678	-248.92	425.046	124.62	-219.472	436.079	139.037	-185.874	466.337	173.883	-225.292	494.108	168.52	-229.427	512.85	155.761	-222.7	529.388	145.434	-215.512	454.678	148.996	-154.299	482.032	171.641	-183.86	517.571	158.339	-187.494	492.777	169.429	-124.326	539.175	154.849	-132.402	574.64	64.517	100.946	633.331	116.713	77.341
