Frame	Time	FT1X	FT1Y	FT1Z	FT2X	FT2Y	FT2Z	FT3X	FT3Y	FT3Z	FT4X	FT4Y	FT4Z	FT5X	FT5Y	FT5Z	DP2X	DP2Y	DP2Z	DP3X	DP3Y	DP3Z	DP4X	DP4Y	DP4Z	DP5X	DP5Y	DP5Z	PP2X	PP2Y	PP2Z	PP3X	PP3Y	PP3Z	PP4X	PP4Y	PP4Z	PP5X	PP5Y	PP5Z	IPX	IPY	IPZ	MP1X	MP1Y	MP1Z	MP2X	MP2Y	MP2Z	MP3X	MP3Y	MP3Z	MP4X	MP4Y	MP4Z	MP5X	MP5Y	MP5Z	CMC1X	CMC1Y	CMC1Z	CMC2X	CMC2Y	CMC2Z	CMC5X	CMC5Y	CMC5Z	RSX	RSY	RSZ	USX	USY	USZ	EMX	EMY	EMZ	ELX	ELY	ELZ
1	0	418.65	141.784	-205.359	455.275	152.324	-270.447	474.567	147.212	-279.556	509.132	157.983	-271.092	530.659	155.639	-252.12	454.325	161.347	-254.005	473.776	155.003	-264.028	506.616	160.174	-255.63	530.173	156.098	-236.144	455.951	173.278	-232.56	477.415	165.247	-237.852	506.642	165.146	-229.26	528.455	160.147	-217.501	424.636	147.197	-188.084	433.606	153.824	-150.747	457.53	185.81	-188.988	485.541	185.18	-195.381	505.885	176.415	-188.862	525.485	169.689	-182.669	453.326	158.863	-119.262	475.568	184.139	-148.53	511.549	177.219	-153.71	488.354	180.476	-89.664	535.907	174.388	-99.32	592.411	82.654	132.118	641.68	141.572	106.49
2	0.00667	418.779	141.991	-205.374	455.429	152.537	-270.492	474.719	147.382	-279.583	509.314	158.123	-271.104	530.802	155.782	-252.125	454.509	161.542	-254.018	473.95	155.17	-264.048	506.79	160.312	-255.641	530.456	156.504	-236.083	456.112	173.483	-232.573	477.588	165.434	-237.884	506.869	165.327	-229.117	528.614	160.318	-217.526	424.771	147.424	-188.111	433.743	154.014	-150.764	457.7	186.02	-189.016	485.707	185.358	-195.401	506.05	176.569	-188.873	525.633	169.841	-182.683	453.457	159.028	-119.289	475.736	184.295	-148.55	511.718	177.384	-153.725	488.498	180.635	-89.681	536.059	174.577	-99.321	592.475	82.718	132.119	641.778	141.647	106.512
3	0.01333	418.916	142.256	-205.402	455.58	152.775	-270.528	474.895	147.578	-279.614	509.469	158.282	-271.109	530.951	155.936	-252.129	454.659	161.794	-254.04	474.107	155.379	-264.093	506.945	160.456	-255.654	530.601	156.647	-236.091	456.276	173.677	-232.592	477.75	165.609	-237.904	507.027	165.483	-229.114	528.75	160.474	-217.535	424.906	147.627	-188.138	433.868	154.235	-150.788	457.855	186.197	-189.034	485.868	185.544	-195.413	506.203	176.752	-188.909	525.789	169.995	-182.695	453.606	159.214	-119.307	475.898	184.476	-148.561	511.867	177.544	-153.747	488.651	180.799	-89.695	536.204	174.731	-99.313	592.557	82.805	132.111	641.901	141.743	106.527
4	0.02	419.047	142.502	-205.43	455.494	152.997	-270.793	474.988	147.841	-279.906	509.434	158.048	-271.105	531.087	156.103	-252.152	454.735	161.973	-254.127	474.557	155.301	-263.774	506.875	160.283	-255.412	530.631	156.587	-236.202	456.579	173.727	-231.995	477.883	165.762	-237.943	507.34	165.664	-229.408	528.888	160.626	-217.551	425.043	147.885	-188.169	434.009	154.436	-150.817	458.049	186.44	-188.863	485.802	185.792	-194.838	506.262	176.866	-189.072	525.93	170.153	-182.714	453.754	159.422	-119.326	476.099	184.629	-148.461	512.043	177.837	-153.687	488.895	181.076	-89.517	536.358	174.898	-99.291	592.571	83.131	132.23	642	141.823	106.538
5	0.02667	419.176	142.714	-205.464	455.645	153.228	-270.866	475.132	148.016	-279.944	509.59	158.233	-271.149	531.203	156.282	-252.157	454.886	162.208	-254.128	474.724	155.457	-263.774	507.018	160.51	-255.433	530.778	156.763	-236.255	456.727	173.985	-232.005	478.002	165.94	-238.033	507.461	165.869	-229.496	529.029	160.808	-217.627	425.166	148.113	-188.23	434.153	154.634	-150.885	458.189	186.681	-188.865	485.974	185.941	-194.807	506.435	177.078	-189.086	526.084	170.318	-182.782	453.865	159.597	-119.386	476.242	184.783	-148.505	512.162	178.063	-153.826	489.052	181.246	-89.536	536.515	175.039	-99.352	592.83	83.16	131.86	642.047	141.88	106.556
6	0.03333	419.298	143.016	-205.487	455.798	153.558	-270.877	475.265	148.307	-279.941	509.761	158.508	-271.178	531.345	156.503	-252.198	455.04	162.543	-254.129	474.853	155.729	-263.774	507.198	160.755	-255.475	530.876	156.975	-236.262	456.862	174.24	-232.006	478.136	166.249	-238.033	507.584	166.076	-229.494	529.147	161.008	-217.636	425.303	148.385	-188.271	434.285	154.893	-150.902	458.344	186.88	-188.858	486.139	186.188	-194.904	506.564	177.249	-189.111	526.233	170.498	-182.802	453.969	159.797	-119.365	476.412	185.047	-148.505	512.327	178.235	-153.848	489.181	181.393	-89.544	536.642	175.18	-99.356	592.853	83.254	131.881	642.131	141.94	106.566
7	0.04	419.433	143.319	-205.491	455.889	153.837	-270.885	475.385	148.564	-279.963	509.891	158.764	-271.2	531.474	156.712	-252.22	455.14	162.813	-254.145	474.967	155.985	-263.79	507.309	160.984	-255.482	530.993	157.16	-236.287	456.987	174.485	-232.012	478.261	166.492	-238.067	507.718	166.317	-229.526	529.266	161.201	-217.642	425.468	148.643	-188.249	434.433	155.119	-150.869	458.487	187.082	-188.859	486.258	186.379	-194.885	506.694	177.442	-189.124	526.362	170.674	-182.799	454.198	159.972	-119.267	476.56	185.218	-148.513	512.487	178.34	-153.755	489.307	181.568	-89.576	536.789	175.322	-99.388	593.044	83.389	132.034	642.215	142.003	106.574
8	0.04667	419.542	143.553	-205.505	456.006	154.106	-270.915	475.507	148.846	-279.999	510.001	159.005	-271.224	531.566	156.959	-252.226	455.264	163.076	-254.155	475.103	156.248	-263.809	507.401	161.205	-255.479	531.101	157.377	-236.296	457.12	174.75	-232.03	478.374	166.743	-238.079	507.846	166.562	-229.557	529.383	161.378	-217.645	425.589	148.873	-188.245	434.578	155.335	-150.882	458.593	187.321	-188.841	486.396	186.609	-194.904	506.823	177.653	-189.116	526.482	170.852	-182.811	454.31	160.144	-119.252	476.689	185.412	-148.51	512.614	178.508	-153.761	489.433	181.723	-89.59	536.923	175.459	-99.403	593.124	83.44	132.032	642.289	142.024	106.581
9	0.05333	419.653	143.814	-205.547	456.142	154.39	-270.955	475.606	149.111	-280.017	510.078	159.248	-271.216	531.688	157.175	-252.255	455.421	163.353	-254.19	475.206	156.499	-263.829	507.513	161.456	-255.495	531.216	157.579	-236.305	457.239	174.994	-232.039	478.501	166.967	-238.054	507.947	166.788	-229.546	529.506	161.607	-217.646	425.698	149.103	-188.275	434.672	155.549	-150.927	458.736	187.55	-188.851	486.5	186.794	-194.829	506.931	177.83	-189.116	526.597	171.037	-182.817	454.422	160.313	-119.25	476.814	185.587	-148.5	512.741	178.677	-153.766	489.557	181.871	-89.594	537.052	175.589	-99.415	593.139	83.524	132.028	642.366	142.036	106.594
10	0.06	419.766	144.075	-205.581	456.242	154.666	-270.968	475.713	149.348	-280.026	510.209	159.49	-271.246	531.821	157.417	-252.301	455.518	163.613	-254.197	475.323	156.744	-263.851	507.625	161.704	-255.518	531.343	157.813	-236.328	457.348	175.232	-232.028	478.634	167.194	-238.085	508.073	166.974	-229.55	529.625	161.802	-217.656	425.825	149.339	-188.307	434.772	155.773	-150.947	458.882	187.764	-188.87	486.642	187.035	-194.905	507.057	178.063	-189.156	526.711	171.241	-182.823	454.507	160.476	-119.252	476.93	185.757	-148.486	512.861	178.849	-153.747	489.675	182.011	-89.602	537.159	175.739	-99.433	593.268	83.543	131.986	642.432	142.045	106.595
