Frame	Time	FT1X	FT1Y	FT1Z	FT2X	FT2Y	FT2Z	FT3X	FT3Y	FT3Z	FT4X	FT4Y	FT4Z	FT5X	FT5Y	FT5Z	DP2X	DP2Y	DP2Z	DP3X	DP3Y	DP3Z	DP4X	DP4Y	DP4Z	DP5X	DP5Y	DP5Z	PP2X	PP2Y	PP2Z	PP3X	PP3Y	PP3Z	PP4X	PP4Y	PP4Z	PP5X	PP5Y	PP5Z	IPX	IPY	IPZ	MP1X	MP1Y	MP1Z	MP2X	MP2Y	MP2Z	MP3X	MP3Y	MP3Z	MP4X	MP4Y	MP4Z	MP5X	MP5Y	MP5Z	CMC1X	CMC1Y	CMC1Z	CMC2X	CMC2Y	CMC2Z	CMC5X	CMC5Y	CMC5Z	RSX	RSY	RSZ	USX	USY	USZ	EMX	EMY	EMZ	ELX	ELY	ELZ
1	0	407.939	139.931	-177.381	461.115	153.273	-269.666	485.195	153.283	-281.85	516.995	151.47	-270.581	548.048	148.379	-246.551	462.366	154.925	-253.073	488.604	155.547	-262.009	517.294	153.604	-252.742	546.889	147.17	-228.522	468.244	158.163	-223.934	492.448	158.535	-230.125	520.333	155.188	-221.683	549.108	146.444	-206.731	420.9	142.65	-159.947	439.806	142.155	-130.964	480.168	162.163	-179.771	505.497	163.004	-180.508	523.599	155.188	-175.014	542.993	148.22	-168.215	472.924	145.407	-101.359	495.415	165.703	-143.431	532.489	155.981	-147.181	508.179	168.598	-85.318	544.17	162.424	-98.177	628.667	72.381	143.083	667.977	122.849	118.285
2	0.00667	407.688	139.639	-177.374	460.846	153.046	-269.662	484.885	153.02	-281.845	516.708	151.217	-270.602	547.766	148.136	-246.568	462.07	154.679	-253.077	488.293	155.282	-262.02	517.009	153.376	-252.758	546.606	146.944	-228.543	467.332	158.4	-224.157	492.153	158.296	-230.139	520.044	155.005	-221.632	548.831	146.225	-206.758	420.626	142.26	-159.99	439.543	141.908	-130.968	479.882	161.924	-179.779	505.213	162.78	-180.542	523.335	154.977	-175.039	542.725	148.028	-168.258	472.667	145.172	-101.361	495.148	165.498	-143.433	532.236	155.795	-147.226	507.915	168.421	-85.347	543.916	162.265	-98.197	628.526	72.35	143.08	667.803	122.821	118.24
3	0.01333	407.435	139.394	-177.381	460.58	152.785	-269.672	484.578	152.761	-281.866	516.424	150.993	-270.629	547.514	147.948	-246.602	461.837	154.447	-253.094	488.02	155.043	-262.03	516.73	153.145	-252.779	546.337	146.726	-228.559	467.071	158.164	-224.182	492.001	158.349	-230.327	519.773	154.794	-221.665	548.578	146.052	-206.793	420.409	141.998	-159.99	439.309	141.717	-130.98	479.642	161.719	-179.793	504.967	162.604	-180.565	523.059	154.779	-175.063	542.47	147.851	-168.275	472.46	144.988	-101.392	494.908	165.315	-143.451	531.962	155.6	-147.231	507.691	168.266	-85.368	543.676	162.129	-98.22	628.391	72.35	143.061	667.642	122.806	118.201
4	0.02	407.23	139.145	-177.411	460.368	152.584	-269.702	484.34	152.512	-281.885	516.177	150.786	-270.669	547.267	147.886	-246.533	461.606	154.24	-253.114	487.723	154.658	-261.902	516.168	152.644	-252.637	546.082	146.508	-228.703	467.487	157.574	-224.041	491.704	157.944	-230.114	519.497	154.676	-221.436	548.339	145.871	-206.85	420.194	141.916	-159.963	439.098	141.488	-131.001	479.393	161.521	-179.881	504.518	162.503	-179.979	522.839	154.62	-175.093	542.26	147.687	-168.304	472.235	144.828	-101.412	494.831	165.085	-143.319	531.55	155.877	-146.706	507.479	168.127	-85.4	543.465	161.98	-98.262	627.345	72.258	143.699	668.952	122.873	116.881
5	0.02667	407.092	138.823	-177.399	460.178	152.313	-269.67	484.118	152.22	-281.857	515.943	150.499	-270.617	547.072	147.721	-246.538	461.436	153.979	-253.078	487.508	154.383	-261.854	515.926	152.407	-252.611	545.865	146.284	-228.608	467.31	157.389	-224.034	491.49	157.739	-230.09	519.292	154.5	-221.443	548.104	145.705	-206.905	420.033	141.616	-159.934	438.959	141.219	-130.965	479.229	161.297	-179.849	504.223	162.2	-179.973	522.591	154.442	-175.179	542.028	147.499	-168.374	472.117	144.581	-101.382	494.559	164.956	-143.447	531.303	155.554	-146.625	507.393	167.875	-85.474	543.277	161.807	-98.271	627.128	72.185	143.885	668.635	122.864	117.078
6	0.03333	406.948	138.661	-177.418	460.01	152.156	-269.729	483.92	151.992	-281.912	515.762	150.327	-270.697	546.871	147.511	-246.582	461.259	153.835	-253.124	487.315	154.202	-261.94	515.769	152.213	-252.651	545.685	146.113	-228.724	467.135	157.205	-224.019	491.27	157.526	-230.124	519.097	154.303	-221.491	547.924	145.524	-206.943	419.906	141.501	-159.999	438.811	141.109	-131.03	479.049	161.128	-179.889	504.117	162.172	-180.09	522.406	154.275	-175.228	541.841	147.358	-168.427	471.966	144.495	-101.441	494.356	164.804	-143.509	531.12	155.407	-146.68	507.287	167.836	-85.565	543.116	161.701	-98.323	627.056	72.03	143.745	668.48	122.879	117.052
7	0.04	406.815	138.448	-177.466	459.86	151.957	-269.773	483.759	151.772	-281.955	515.584	150.089	-270.765	546.714	147.317	-246.628	461.105	153.609	-253.16	487.164	153.96	-261.985	515.585	151.989	-252.706	545.551	145.933	-228.789	466.977	157.001	-224.103	491.097	157.298	-230.152	518.917	154.076	-221.548	547.771	145.341	-206.999	419.757	141.304	-160.043	438.679	140.96	-131.081	478.9	160.958	-179.935	503.969	162.004	-180.148	522.26	154.126	-175.292	541.676	147.221	-168.488	471.818	144.369	-101.49	494.222	164.654	-143.556	530.964	155.263	-146.726	507.151	167.746	-85.621	542.964	161.584	-98.371	627.003	72.021	143.7	668.357	122.919	117.002
8	0.04667	406.681	138.253	-177.534	459.737	151.727	-269.829	483.623	151.546	-282.016	515.448	149.866	-270.829	546.596	147.123	-246.671	460.97	153.414	-253.231	487.034	153.737	-262.041	515.457	151.756	-252.773	545.431	145.758	-228.844	466.859	156.821	-224.142	490.99	157.098	-230.207	518.768	153.862	-221.601	547.624	145.17	-207.052	419.646	141.135	-160.089	438.55	140.807	-131.142	478.778	160.783	-179.986	503.819	161.826	-180.217	522.115	153.958	-175.365	541.532	147.062	-168.544	471.699	144.255	-101.558	494.092	164.515	-143.62	530.83	155.128	-146.792	507.015	167.649	-85.683	542.817	161.478	-98.429	626.945	72.041	143.677	668.266	122.966	116.954
9	0.05333	406.568	138.071	-177.615	459.624	151.494	-269.879	483.519	151.273	-282.081	515.347	149.602	-270.891	546.492	146.911	-246.74	460.875	153.21	-253.307	486.916	153.503	-262.095	515.345	151.516	-252.815	545.31	145.539	-228.884	466.754	156.623	-224.206	490.879	156.864	-230.279	518.679	153.654	-221.67	547.503	144.989	-207.12	419.536	140.933	-160.152	438.425	140.649	-131.199	478.66	160.614	-180.055	503.699	161.667	-180.297	521.992	153.79	-175.426	541.423	146.907	-168.597	471.6	144.145	-101.613	493.978	164.361	-143.669	530.695	155.002	-146.87	506.758	167.535	-85.644	542.708	161.387	-98.494	626.911	72.066	143.627	668.176	123.009	116.9
10	0.06	406.488	137.88	-177.692	459.537	151.273	-269.955	483.439	151.056	-282.151	515.271	149.396	-270.953	546.403	146.7	-246.813	460.779	152.989	-253.365	486.831	153.28	-262.176	515.272	151.314	-252.899	545.209	145.335	-228.947	466.66	156.42	-224.284	490.771	156.672	-230.359	518.583	153.479	-221.742	547.402	144.8	-207.175	419.445	140.754	-160.239	438.312	140.492	-131.272	478.534	160.442	-180.134	503.593	161.497	-180.37	521.888	153.621	-175.485	541.318	146.754	-168.665	471.487	144.018	-101.674	493.859	164.2	-143.734	530.586	154.844	-146.947	506.649	167.442	-85.721	542.607	161.288	-98.567	626.865	72.084	143.594	668.102	123.062	116.836
